_id,Taxable Year,Zip Code,State,City,County,Returns,California AGI,Total Tax Liability
531,2022,92072,CA,Santee,San Diego,483,"33,301,470","1,168,873"
532,2022,92074,CA,Poway,San Diego,339,"36,239,895","2,047,375"
533,2022,92075,CA,Solana Beach,San Diego,"6,492","1,601,161,581","96,955,288"
534,2022,92078,CA,San Marcos,San Diego,"22,132","2,667,914,837","132,940,320"
535,2022,92079,CA,San Marcos,San Diego,538,"41,453,449","1,485,451"
536,2022,92081,CA,Vista,San Diego,"13,813","1,274,861,568","51,352,802"
537,2022,92082,CA,Valley Center,San Diego,"10,038","906,933,776","34,828,382"
538,2022,92083,CA,Vista,San Diego,"17,210","1,018,579,604","27,394,243"
539,2022,92084,CA,Vista,San Diego,"22,764","1,740,742,903","63,460,613"
540,2022,92085,CA,Vista,San Diego,829,"56,215,685","2,091,552"
541,2022,92086,CA,Warner Springs,San Diego,582,"31,318,882","891,166"
542,2022,92088,CA,Fallbrook,San Diego,631,"43,978,947","1,730,281"
543,2022,92091,CA,Rancho Santa Fe,San Diego,786,"342,789,118","24,083,543"
544,2022,92092,CA,La Jolla,San Diego,"1,468","52,037,758","1,124,409"
545,2022,92093,CA,La Jolla,San Diego,61,"4,120,024","172,875"
546,2022,92101,CA,San Diego,San Diego,"23,005","1,894,197,170","162,423,587"
547,2022,92102,CA,San Diego,San Diego,"18,788","1,098,300,321","33,856,914"
548,2022,92103,CA,San Diego,San Diego,"19,236","2,634,709,765","147,458,762"
549,2022,92104,CA,San Diego,San Diego,"23,757","2,062,428,746","92,306,150"
550,2022,92105,CA,San Diego,San Diego,"28,771","1,351,986,789","30,402,993"
551,2022,92106,CA,San Diego,San Diego,"8,916","1,629,219,947","88,522,230"
552,2022,92107,CA,San Diego,San Diego,"14,149","1,702,500,229","84,228,889"
553,2022,92108,CA,San Diego,San Diego,"14,076","1,396,166,318","63,478,261"
554,2022,92109,CA,San Diego,San Diego,"23,946","2,819,938,284","149,691,296"
555,2022,92110,CA,San Diego,San Diego,"12,576","1,286,594,103","59,954,585"
556,2022,92111,CA,San Diego,San Diego,"21,586","1,709,536,465","69,786,133"
557,2022,92112,CA,San Diego,San Diego,361,"29,860,290","1,240,591"
558,2022,92113,CA,San Diego,San Diego,"20,971","867,095,233","13,103,727"
559,2022,92114,CA,San Diego,San Diego,"30,705","1,674,104,109","36,793,033"
560,2022,92115,CA,San Diego,San Diego,"24,925","1,697,834,597","62,064,338"
561,2022,92116,CA,San Diego,San Diego,"17,619","1,716,638,615","82,050,605"
562,2022,92117,CA,San Diego,San Diego,"26,043","2,557,335,137","116,300,896"
563,2022,92118,CA,Coronado,San Diego,"7,076","1,357,359,666","82,693,034"
564,2022,92119,CA,San Diego,San Diego,"11,427","1,194,671,688","51,700,014"
565,2022,92120,CA,San Diego,San Diego,"14,905","1,718,087,991","79,672,433"
566,2022,92121,CA,San Diego,San Diego,"2,461","454,913,139","25,726,613"
567,2022,92122,CA,San Diego,San Diego,"20,924","2,553,851,624","137,329,517"
568,2022,92123,CA,San Diego,San Diego,"14,336","1,324,157,493","56,472,971"
569,2022,92124,CA,San Diego,San Diego,"11,689","1,248,161,841","55,988,744"
570,2022,92126,CA,San Diego,San Diego,"37,313","3,434,933,732","147,500,696"
571,2022,92127,CA,San Diego,San Diego,"20,631","4,860,097,631","302,517,108"
572,2022,92128,CA,San Diego,San Diego,"24,053","3,080,090,754","153,757,242"
573,2022,92129,CA,San Diego,San Diego,"24,400","3,507,463,661","188,098,505"
574,2022,92130,CA,San Diego,San Diego,"27,293","7,687,962,959","520,534,266"
575,2022,92131,CA,San Diego,San Diego,"16,927","3,215,281,520","190,867,612"
576,2022,92134,CA,San Diego,San Diego,43,"1,425,990","11,888"
577,2022,92135,CA,San Diego,San Diego,50,"1,581,423","11,871"
578,2022,92136,CA,San Diego,San Diego,246,"7,096,459","56,544"
579,2022,92137,CA,San Diego,San Diego,164,"18,606,142","988,893"
580,2022,92138,CA,San Diego,San Diego,602,"69,499,087","2,987,797"
581,2022,92139,CA,San Diego,San Diego,"16,474","956,026,523","22,009,064"
582,2022,92140,CA,San Diego,San Diego,67,"1,694,671","16,505"
583,2022,92142,CA,San Diego,San Diego,137,"12,676,170","564,706"
584,2022,92143,CA,San Ysidro,San Diego,"1,076","50,679,772","816,809"
585,2022,92145,CA,San Diego,San Diego,211,"7,676,075","180,521"
586,2022,92149,CA,San Diego,San Diego,104,"6,076,718","155,123"
587,2022,92150,CA,San Diego,San Diego,634,"73,139,739","3,309,642"
588,2022,92153,CA,San Diego,San Diego,572,"35,871,863","865,368"
589,2022,92154,CA,San Diego,San Diego,"44,203","2,320,593,705","57,532,689"
590,2022,92155,CA,San Diego,San Diego,56,"2,381,888","32,879"
591,2022,92159,CA,San Diego,San Diego,194,"14,559,746","528,369"
592,2022,92160,CA,San Diego,San Diego,234,"19,671,261","983,217"
593,2022,92163,CA,San Diego,San Diego,469,"37,512,862","1,585,797"
594,2022,92165,CA,San Diego,San Diego,201,"9,682,867","241,439"
595,2022,92166,CA,San Diego,San Diego,245,"38,309,675","1,917,650"
596,2022,92167,CA,San Diego,San Diego,236,"20,486,741","917,254"
597,2022,92168,CA,San Diego,San Diego,275,"32,408,945","1,254,864"
598,2022,92169,CA,San Diego,San Diego,494,"56,927,522","3,229,618"
599,2022,92170,CA,San Diego,San Diego,247,"18,101,436","754,200"
600,2022,92171,CA,San Diego,San Diego,240,"16,428,568","654,886"
601,2022,92172,CA,San Diego,San Diego,282,"34,470,412","1,751,212"
602,2022,92173,CA,San Ysidro,San Diego,"25,061","1,020,140,546","15,058,281"
603,2022,92174,CA,San Diego,San Diego,278,"14,669,949","351,221"
604,2022,92175,CA,San Diego,San Diego,187,"11,231,270","409,864"
605,2022,92176,CA,San Diego,San Diego,322,"22,788,948","853,284"
606,2022,92177,CA,San Diego,San Diego,267,"25,494,962","781,021"
607,2022,92178,CA,Coronado,San Diego,448,"68,838,415","5,483,663"
608,2022,92182,CA,San Diego,San Diego,10,"116,280","1,007"
609,2022,92191,CA,San Diego,San Diego,118,"25,056,141","1,496,207"
610,2022,92192,CA,San Diego,San Diego,426,"85,434,624","7,081,772"
611,2022,92193,CA,San Diego,San Diego,220,"16,423,725","717,295"
612,2022,92195,CA,San Diego,San Diego,273,"16,185,647","496,423"
613,2022,92196,CA,San Diego,San Diego,355,"33,297,169","1,175,265"
614,2022,92198,CA,San Diego,San Diego,424,"69,938,515","3,479,653"
615,2022,92201,CA,Indio,Riverside,"25,880","1,362,258,375","32,136,069"
616,2022,92202,CA,Indio,Riverside,"1,778","65,164,644","1,091,667"
617,2022,92203,CA,Indio,Riverside,"13,807","134,822,715","41,081,124"
618,2022,92210,CA,Indian Wells,Riverside,"1,985","507,961,466","34,637,055"
619,2022,92211,CA,Palm Desert,Riverside,"12,929","1,225,012,348","55,021,890"
620,2022,92220,CA,Banning,Riverside,"15,005","787,912,108","18,350,614"
621,2022,92222,CA,Bard,Imperial,23,"806,277","14,033"
622,2022,92223,CA,Beaumont,Riverside,"27,436","1,916,159,511","62,229,916"
623,2022,92225,CA,Blythe,Riverside,"5,478","282,743,977","6,043,826"
624,2022,92226,CA,Blythe,Riverside,427,"26,872,658","615,898"
625,2022,92227,CA,Brawley,Imperial,"11,038","662,572,873","21,045,469"
626,2022,92230,CA,Cabazon,Riverside,"1,009","42,278,730","657,320"
627,2022,92231,CA,Calexico,Imperial,"19,778","789,413,702","14,077,588"
628,2022,92232,CA,Calexico,Imperial,"4,782","120,895,500","1,488,775"
629,2022,92233,CA,Calipatria,Imperial,"1,451","63,736,356","1,272,232"
630,2022,92234,CA,Cathedral City,Riverside,"22,522","1,242,044,855","34,784,061"
631,2022,92235,CA,Cathedral City,Riverside,635,"27,198,614","768,783"
632,2022,92236,CA,Coachella,Riverside,"18,371","755,552,398","9,603,938"
633,2022,92239,CA,Desert Center,Riverside,66,"3,700,759","111,607"
634,2022,92240,CA,Desert Hot Springs,Riverside,"16,245","714,432,262","14,758,216"
635,2022,92241,CA,Desert Hot Springs,Riverside,"3,079","134,101,758","3,143,337"
636,2022,92242,CA,Earp,San Bernardino,260,"9,773,581","188,697"
637,2022,92243,CA,El Centro,Imperial,"20,602","1,130,285,159","32,462,616"
638,2022,92244,CA,El Centro,Imperial,859,"57,341,633","1,991,247"
639,2022,92247,CA,La Quinta,Riverside,415,"47,918,929","1,895,431"
640,2022,92248,CA,La Quinta,Riverside,573,"44,728,036","1,850,245"
641,2022,92249,CA,Heber,Imperial,"2,955","145,884,625","2,778,746"
642,2022,92250,CA,Holtville,Imperial,"3,341","197,455,468","5,551,663"
643,2022,92251,CA,Imperial,Imperial,"10,011","702,814,833","19,585,331"
644,2022,92252,CA,Joshua Tree,San Bernardino,"2,726","156,105,869","5,607,419"
645,2022,92253,CA,La Quinta,Riverside,"16,526","1,812,111,070","84,383,341"
646,2022,92254,CA,Mecca,Riverside,"5,850","179,695,531","1,331,522"
647,2022,92255,CA,Palm Desert,Riverside,646,"29,156,219","1,999,996"
648,2022,92256,CA,Morongo Valley,San Bernardino,"1,426","81,630,832","2,686,016"
649,2022,92257,CA,Niland,Imperial,412,"17,773,783","503,222"
650,2022,92258,CA,North Palm Springs,Riverside,275,"9,980,864","155,119"
651,2022,92259,CA,Ocotillo,Imperial,104,"5,152,948","135,619"
652,2022,92260,CA,Palm Desert,Riverside,"13,992","1,238,437,945","56,800,503"
653,2022,92261,CA,Palm Desert,Riverside,568,"50,309,377","2,501,914"
654,2022,92262,CA,Palm Springs,Riverside,"11,823","1,168,769,994","57,849,690"
655,2022,92263,CA,Palm Springs,Riverside,"1,010","94,518,308","4,632,477"
656,2022,92264,CA,Palm Springs,Riverside,"9,258","976,229,575","50,749,845"
657,2022,92266,CA,Palo Verde,Imperial,49,"2,206,152","44,896"
658,2022,92267,CA,Parker Dam,San Bernardino,27,"1,568,727","38,278"
659,2022,92268,CA,Pioneertown,San Bernardino,235,"18,328,179","734,349"
660,2022,92270,CA,Rancho Mirage,Riverside,"8,895","1,518,462,986","86,609,274"
661,2022,92273,CA,Seeley,Imperial,635,"25,410,478","349,738"
662,2022,92274,CA,Thermal,Riverside,"7,261","264,224,376","3,378,934"
663,2022,92275,CA,Salton City,Imperial,278,"11,292,277","192,249"
664,2022,92276,CA,Thousand Palms,Riverside,"3,517","157,889,042","3,547,818"
665,2022,92277,CA,Twentynine Palms,San Bernardino,"6,928","337,312,457","7,998,350"
666,2022,92278,CA,Twentynine Palms,San Bernardino,186,"3,443,258","41,026"
667,2022,92281,CA,Westmorland,Imperial,862,"36,975,400","776,776"
668,2022,92282,CA,White Water,Riverside,478,"24,197,114","555,720"
669,2022,92283,CA,Winterhaven,Imperial,661,"19,920,601","217,688"
670,2022,92284,CA,Yucca Valley,San Bernardino,"9,041","539,458,251","17,134,327"
671,2022,92285,CA,Landers,San Bernardino,669,"30,211,725","890,677"
672,2022,92286,CA,Yucca Valley,San Bernardino,522,"42,379,314","2,166,267"
673,2022,92301,CA,Adelanto,San Bernardino,"13,647","589,894,118","9,478,273"
674,2022,92305,CA,Angelus Oaks,San Bernardino,269,"19,287,077","672,582"
675,2022,92307,CA,Apple Valley,San Bernardino,"16,959","1,122,110,904","35,341,743"
676,2022,92308,CA,Apple Valley,San Bernardino,"17,085","1,072,094,406","32,448,803"
677,2022,92309,CA,Baker,San Bernardino,224,"10,061,252","142,948"
678,2022,92310,CA,Fort Irwin,San Bernardino,"1,202","63,163,085","884,014"
679,2022,92311,CA,Barstow,San Bernardino,"12,201","569,878,107","12,251,726"
680,2022,92312,CA,Barstow,San Bernardino,404,"23,967,703","746,885"
681,2022,92313,CA,Grand Terrace,San Bernardino,"5,923","412,536,456","12,906,892"
682,2022,92314,CA,Big Bear City,San Bernardino,"3,477","259,190,430","9,074,023"
683,2022,92315,CA,Big Bear Lake,San Bernardino,"2,861","200,907,262","7,431,868"
684,2022,92316,CA,Bloomington,San Bernardino,"13,941","697,951,249","13,109,627"
685,2022,92317,CA,Blue Jay,San Bernardino,"1,357","136,238,468","5,661,096"
686,2022,92318,CA,Bryn Mawr,San Bernardino,106,"4,455,245","76,594"
687,2022,92320,CA,Calimesa,Riverside,"5,325","261,892,751","12,896,271"
688,2022,92321,CA,Cedar Glen,San Bernardino,564,"34,553,648","1,369,841"
689,2022,92322,CA,Cedarpines Park,San Bernardino,235,"13,082,273","371,966"
690,2022,92324,CA,Colton,San Bernardino,"25,621","1,305,190,515","27,762,458"
691,2022,92325,CA,Crestline,San Bernardino,"4,105","267,744,361","8,122,946"
692,2022,92327,CA,Daggett,San Bernardino,171,"7,123,788","99,971"
693,2022,92328,CA,Death Valley,Inyo,156,"8,814,717","242,223"
694,2022,92329,CA,Phelan,San Bernardino,"2,155","136,641,165","3,842,453"
695,2022,92331,CA,Fontana,San Bernardino,223,"13,348,053","302,437"
696,2022,92332,CA,Essex,San Bernardino,15,"1,080,220","74,481"
697,2022,92333,CA,Fawnskin,San Bernardino,237,"24,040,349","1,123,373"
698,2022,92334,CA,Fontana,San Bernardino,506,"33,173,099","1,033,411"
699,2022,92335,CA,Fontana,San Bernardino,"40,881","1,796,307,661","29,229,256"
700,2022,92336,CA,Fontana,San Bernardino,"47,829","3,483,461,017","104,001,076"
701,2022,92337,CA,Fontana,San Bernardino,"16,571","992,070,829","23,774,740"
702,2022,92338,CA,Ludlow,San Bernardino,13,"1,170,432","62,816"
703,2022,92339,CA,Forest Falls,San Bernardino,482,"35,341,953","1,129,674"
704,2022,92340,CA,Hesperia,San Bernardino,736,"58,166,430","1,989,345"
705,2022,92341,CA,Green Valley Lake,San Bernardino,178,"9,784,661","329,199"
706,2022,92342,CA,Helendale,San Bernardino,"2,661","184,839,624","5,393,058"
707,2022,92344,CA,Hesperia,San Bernardino,"9,480","633,502,429","17,696,688"
708,2022,92345,CA,Hesperia,San Bernardino,"34,576","1,760,426,925","36,948,173"
709,2022,92346,CA,Highland,San Bernardino,"25,692","1,815,610,322","57,129,637"
710,2022,92347,CA,Hinkley,San Bernardino,234,"11,821,881","414,398"
711,2022,92350,CA,Loma Linda,San Bernardino,65,"1,574,952","21,966"
712,2022,92352,CA,Lake Arrowhead,San Bernardino,"1,967","211,595,501","8,860,596"
713,2022,92354,CA,Loma Linda,San Bernardino,"10,155","843,196,169","33,324,643"
714,2022,92356,CA,Lucerne Valley,San Bernardino,"1,958","81,045,798","1,484,745"
715,2022,92358,CA,Lytle Creek,San Bernardino,353,"23,934,868","664,007"
716,2022,92359,CA,Mentone,San Bernardino,"3,961","267,878,325","8,134,716"
717,2022,92363,CA,Needles,San Bernardino,"1,621","72,118,699","1,781,460"
718,2022,92364,CA,Nipton,San Bernardino,16,"933,775","26,501"
719,2022,92365,CA,Newberry Springs,San Bernardino,640,"27,881,087","625,170"
720,2022,92368,CA,Oro Grande,San Bernardino,297,"16,307,722","494,612"
721,2022,92369,CA,Patton,San Bernardino,168,"7,386,216","234,033"
722,2022,92371,CA,Phelan,San Bernardino,"4,476","251,956,381","6,041,338"
723,2022,92372,CA,Pinon Hills,San Bernardino,"2,170","136,402,296","3,764,882"
724,2022,92373,CA,Redlands,San Bernardino,"15,722","1,981,442,435","93,173,542"
725,2022,92374,CA,Redlands,San Bernardino,"19,039","1,532,381,693","56,035,921"
726,2022,92375,CA,Redlands,San Bernardino,633,"364,554,091","6,933,490"
727,2022,92376,CA,Rialto,San Bernardino,"37,072","1,754,263,088","30,248,320"
728,2022,92377,CA,Rialto,San Bernardino,"10,008","677,147,781","18,370,534"
729,2022,92378,CA,Rimforest,San Bernardino,271,"18,521,507","631,633"
730,2022,92382,CA,Running Springs,San Bernardino,"2,182","153,947,920","4,975,895"
731,2022,92384,CA,Shoshone,Inyo,15,"1,345,113","68,552"
732,2022,92385,CA,Skyforest,San Bernardino,243,"17,803,393","719,064"
733,2022,92386,CA,Sugarloaf,San Bernardino,919,"47,649,099","1,413,868"
734,2022,92389,CA,Tecopa,Inyo,30,"1,108,434","31,117"
735,2022,92391,CA,Twin Peaks,San Bernardino,890,"59,662,968","1,895,507"
736,2022,92392,CA,Victorville,San Bernardino,"25,722","1,318,013,848","26,389,009"
737,2022,92393,CA,Victorville,San Bernardino,897,"51,120,818","1,549,238"
738,2022,92394,CA,Victorville,San Bernardino,"14,355","692,441,591","12,397,192"
739,2022,92395,CA,Hesperia,San Bernardino,"17,391","919,084,178","22,152,748"
740,2022,92397,CA,Wrightwood,San Bernardino,"2,376","212,799,818","8,294,558"
741,2022,92398,CA,Yermo,San Bernardino,533,"32,357,997","788,464"
742,2022,92399,CA,Yucaipa,San Bernardino,"23,840","1,958,297,164","69,588,484"
743,2022,92401,CA,San Bernardino,San Bernardino,652,"23,670,215","597,914"
744,2022,92402,CA,San Bernardino,San Bernardino,280,"12,768,190","283,713"
745,2022,92404,CA,San Bernardino,San Bernardino,"25,367","1,192,830,014","21,770,974"
746,2022,92405,CA,San Bernardino,San Bernardino,"12,552","576,852,702","10,111,656"
747,2022,92406,CA,San Bernardino,San Bernardino,256,"13,051,873","371,047"
748,2022,92407,CA,San Bernardino,San Bernardino,"27,750","1,661,975,263","40,798,133"
749,2022,92408,CA,San Bernardino,San Bernardino,"5,456","273,438,506","6,171,480"
750,2022,92410,CA,San Bernardino,San Bernardino,"19,666","753,843,137","9,175,766"
751,2022,92411,CA,San Bernardino,San Bernardino,"11,114","427,303,653","5,331,690"
752,2022,92413,CA,San Bernardino,San Bernardino,234,"12,508,695","388,754"
753,2022,92415,CA,San Bernardino,San Bernardino,54,"1,594,794","15,433"
754,2022,92423,CA,San Bernardino,San Bernardino,439,"35,250,140","1,413,990"
755,2022,92427,CA,San Bernardino,San Bernardino,406,"33,130,620","1,508,095"
756,2022,92501,CA,Riverside,Riverside,"9,050","520,247,666","13,836,851"
757,2022,92502,CA,Riverside,Riverside,274,"20,000,404","770,229"
758,2022,92503,CA,Riverside,Riverside,"39,536","2,658,692,508","208,289,739"
759,2022,92504,CA,Riverside,Riverside,"23,830","1,643,385,322","51,836,166"
760,2022,92505,CA,Riverside,Riverside,"21,684","1,223,415,825","29,748,427"
761,2022,92506,CA,Riverside,Riverside,"20,593","2,156,916,853","95,903,331"
762,2022,92507,CA,Riverside,Riverside,"24,709","1,465,222,298","43,966,107"
763,2022,92508,CA,Riverside,Riverside,"15,269","1,444,350,581","55,685,428"
764,2022,92509,CA,Riverside,Riverside,"33,999","1,953,193,185","50,419,609"
765,2022,92513,CA,Riverside,Riverside,422,"31,290,876","1,367,861"
766,2022,92514,CA,Riverside,Riverside,106,"7,530,077","312,913"
767,2022,92516,CA,Riverside,Riverside,251,"22,219,708","1,122,630"
768,2022,92517,CA,Riverside,Riverside,600,"57,555,216","1,961,406"
769,2022,92518,CA,March Air Force Base,Riverside,523,"41,562,752","1,776,107"
770,2022,92519,CA,Riverside,Riverside,194,"11,468,658","309,192"
771,2022,92530,CA,Lake Elsinore,Riverside,"24,914","1,458,490,757","35,035,132"
772,2022,92531,CA,Lake Elsinore,Riverside,292,"17,305,988","506,690"
773,2022,92532,CA,Lake Elsinore,Riverside,"11,296","844,673,543","24,942,629"
774,2022,92536,CA,Aguanga,Riverside,"1,411","95,826,058","3,000,370"
775,2022,92539,CA,Anza,Riverside,"1,490","72,689,414","1,733,386"
776,2022,92543,CA,Hemet,Riverside,"14,605","628,183,746","11,270,950"
777,2022,92544,CA,Hemet,Riverside,"19,546","1,099,970,467","27,483,098"
778,2022,92545,CA,Hemet,Riverside,"17,908","925,384,852","20,179,679"
779,2022,92546,CA,Hemet,Riverside,363,"17,867,867","419,274"
780,2022,92548,CA,Homeland,Riverside,"2,759","125,370,010","2,327,232"
781,2022,92549,CA,Idyllwild,Riverside,"1,798","147,910,470","6,295,777"
782,2022,92551,CA,Moreno Valley,Riverside,"14,225","716,157,519","13,687,079"
783,2022,92552,CA,Moreno Valley,Riverside,785,"44,005,781","1,163,572"
784,2022,92553,CA,Moreno Valley,Riverside,"31,195","1,399,904,935","22,340,706"
785,2022,92554,CA,Moreno Valley,Riverside,79,"4,960,712","140,541"
786,2022,92555,CA,Moreno Valley,Riverside,"18,977","1,269,996,058","39,160,445"
787,2022,92556,CA,Moreno Valley,Riverside,239,"15,532,275","627,877"
788,2022,92557,CA,Moreno Valley,Riverside,"23,497","1,349,759,320","32,082,092"
789,2022,92561,CA,Mountain Center,Riverside,721,"62,137,728","2,791,940"
790,2022,92562,CA,Murrieta,Riverside,"27,859","3,217,307,839","171,400,711"
791,2022,92563,CA,Murrieta,Riverside,"30,979","2,532,037,618","83,489,627"
792,2022,92564,CA,Murrieta,Riverside,466,"40,664,584","1,872,133"
793,2022,92567,CA,Nuevo,Riverside,"4,235","250,001,206","5,948,797"
794,2022,92570,CA,Perris,Riverside,"23,300","1,224,618,904","31,292,405"
795,2022,92571,CA,Perris,Riverside,"24,498","1,267,164,125","24,121,263"
796,2022,92572,CA,Perris,Riverside,518,"28,272,667","696,698"
797,2022,92581,CA,San Jacinto,Riverside,786,"34,260,686","1,129,607"
798,2022,92582,CA,San Jacinto,Riverside,"9,089","512,695,293","10,782,982"
799,2022,92583,CA,San Jacinto,Riverside,"13,014","594,967,423","10,466,100"
800,2022,92584,CA,Menifee,Riverside,"26,541","2,124,986,776","67,121,650"
801,2022,92585,CA,Sun City,Riverside,"12,053","853,571,493","23,856,317"
802,2022,92586,CA,Sun City,Riverside,"9,936","457,118,933","12,350,147"
803,2022,92587,CA,Sun City,Riverside,"7,818","688,795,387","25,891,683"
804,2022,92589,CA,Temecula,Riverside,898,"107,023,314","4,655,601"
805,2022,92590,CA,Temecula,Riverside,"2,089","264,034,710","14,261,194"
806,2022,92591,CA,Temecula,Riverside,"18,392","1,703,093,871","67,813,690"
807,2022,92592,CA,Temecula,Riverside,"33,516","3,484,313,446","145,346,627"
808,2022,92593,CA,Temecula,Riverside,490,"99,260,586","7,681,384"
809,2022,92595,CA,Wildomar,Riverside,"15,270","1,044,280,107","30,258,263"
810,2022,92596,CA,Winchester,Riverside,"14,737","1,241,411,010","39,947,613"
811,2022,92602,CA,Irvine,Orange,"14,034","2,564,295,571","142,636,812"
812,2022,92603,CA,Irvine,Orange,"9,141","2,790,477,048","198,735,059"
813,2022,92604,CA,Irvine,Orange,"12,837","1,477,002,750","74,288,357"
814,2022,92605,CA,Huntington Beach,Orange,195,"16,583,432","756,740"
815,2022,92606,CA,Irvine,Orange,"10,411","1,286,164,941","64,723,292"
816,2022,92607,CA,Laguna Niguel,Orange,381,"52,490,689","2,922,510"
817,2022,92609,CA,El Toro,Orange,316,"19,300,987","702,380"
818,2022,92610,CA,Foothill Ranch,Orange,"6,244","902,729,743","47,805,825"
819,2022,92612,CA,Irvine,Orange,"13,818","1,869,922,272","101,832,123"
820,2022,92614,CA,Irvine,Orange,"13,848","1,985,859,125","95,024,406"
821,2022,92615,CA,Huntington Beach,Orange,430,"47,795,098","2,812,094"
822,2022,92616,CA,Irvine,Orange,203,"30,406,939","2,052,577"
823,2022,92617,CA,Irvine,Orange,"4,549","510,253,826","27,698,624"
824,2022,92618,CA,Irvine,Orange,"28,888","4,890,088,284","277,605,849"
825,2022,92619,CA,Irvine,Orange,630,"108,833,315","6,520,693"
826,2022,92620,CA,Irvine,Orange,"26,833","3,921,895,371","213,016,871"
827,2022,92623,CA,Irvine,Orange,532,"158,490,022","9,169,485"
828,2022,92624,CA,Capistrano Beach,Orange,"3,472","448,150,967","22,173,895"
829,2022,92625,CA,Corona Del Mar,Orange,"6,073","3,532,859,089","244,295,958"
830,2022,92626,CA,Costa Mesa,Orange,"24,309","2,804,162,804","135,559,598"
831,2022,92627,CA,Costa Mesa,Orange,"28,029","2,759,880,255","132,810,200"
832,2022,92628,CA,Costa Mesa,Orange,356,"29,769,309","1,361,837"
833,2022,92629,CA,Dana Point,Orange,"13,538","2,288,994,227","142,336,996"
834,2022,92630,CA,Lake Forest,Orange,"32,207","2,786,993,815","149,867,805"
835,2022,92637,CA,Laguna Hills,Orange,"10,080","670,249,672","26,409,435"
836,2022,92646,CA,Huntington Beach,Orange,"27,592","3,216,615,810","152,051,768"
837,2022,92647,CA,Huntington Beach,Orange,"27,922","2,575,031,509","108,105,132"
838,2022,92648,CA,Huntington Beach,Orange,"22,690","3,514,379,265","192,954,514"
839,2022,92649,CA,Huntington Beach,Orange,"17,233","2,711,662,307","151,991,471"
840,2022,92650,CA,East Irvine,Orange,17,"4,087,003","195,811"
841,2022,92651,CA,Laguna Beach,Orange,"11,707","4,060,092,838","287,983,029"
842,2022,92652,CA,Laguna Beach,Orange,450,"68,420,903","4,032,353"
843,2022,92653,CA,Laguna Hills,Orange,"14,212","1,948,098,019","113,884,442"
844,2022,92654,CA,Laguna Hills,Orange,348,"29,886,556","1,313,495"
845,2022,92655,CA,Midway City,Orange,"3,822","172,757,108","3,757,675"
846,2022,92656,CA,Aliso Viejo,Orange,"24,960","3,364,705,925","180,249,547"
847,2022,92657,CA,Newport Coast,Orange,"4,892","3,074,508,452","206,524,137"
848,2022,92658,CA,Newport Beach,Orange,"1,016","1,308,645,447","115,399,204"
849,2022,92659,CA,Newport Beach,Orange,515,"165,878,531","13,511,999"
850,2022,92660,CA,Newport Beach,Orange,"17,674","6,727,569,605","460,593,551"
851,2022,92661,CA,Newport Beach,Orange,"1,510","598,156,137","49,393,035"
852,2022,92662,CA,Newport Beach,Orange,"1,319","328,253,258","23,108,568"
853,2022,92663,CA,Newport Beach,Orange,"9,872","3,034,318,422","189,651,324"
854,2022,92672,CA,San Clemente,Orange,"17,141","2,689,029,165","149,280,331"
855,2022,92673,CA,San Clemente,Orange,"13,302","2,713,829,035","161,715,354"
856,2022,92674,CA,San Clemente,Orange,427,"39,338,753","1,788,699"
857,2022,92675,CA,San Juan Capistrano,Orange,"16,524","2,767,966,976","158,894,858"
858,2022,92676,CA,Silverado,Orange,933,"155,121,169","8,337,067"
859,2022,92677,CA,Laguna Niguel,Orange,"31,454","4,970,573,487","283,800,881"
860,2022,92678,CA,Trabuco Canyon,Orange,215,"17,622,081","859,926"
861,2022,92679,CA,Trabuco Canyon,Orange,"14,440","3,401,761,827","207,668,236"
862,2022,92683,CA,Westminster,Orange,"43,378","2,586,014,737","81,871,985"
863,2022,92684,CA,Westminster,Orange,276,"13,744,925","546,457"
864,2022,92685,CA,Westminster,Orange,390,"20,862,307","657,185"
865,2022,92688,CA,Rancho Santa Margarita,Orange,"20,459","2,417,099,009","111,522,285"
866,2022,92690,CA,Mission Viejo,Orange,419,"48,056,080","2,673,620"
867,2022,92691,CA,Mission Viejo,Orange,"22,823","2,457,457,314","108,620,186"
868,2022,92692,CA,Mission Viejo,Orange,"22,818","2,965,958,572","144,751,492"
869,2022,92693,CA,San Juan Capistrano,Orange,237,"45,296,561","2,970,004"
870,2022,92694,CA,Ladera Ranch,Orange,"15,201","3,373,009,117","194,014,300"
871,2022,92697,CA,Irvine,Orange,13,"1,486,863","117,922"
872,2022,92698,CA,Aliso Viejo,Orange,10,"1,014,389","47,198"
873,2022,92701,CA,Santa Ana,Orange,"18,981","937,935,941","19,837,886"
874,2022,92702,CA,Santa Ana,Orange,226,"23,732,770","1,323,517"
875,2022,92703,CA,Santa Ana,Orange,"27,138","1,209,306,453","21,944,549"
876,2022,92704,CA,Santa Ana,Orange,"37,432","2,051,095,545","50,134,494"
877,2022,92705,CA,Santa Ana,Orange,"22,018","3,456,660,381","199,976,110"
878,2022,92706,CA,Santa Ana,Orange,"15,464","1,104,252,961","38,786,978"
879,2022,92707,CA,Santa Ana,Orange,"25,928","1,364,731,027","32,071,800"
880,2022,92708,CA,Fountain Valley,Orange,"27,425","2,629,226,423","113,265,412"
881,2022,92711,CA,Santa Ana,Orange,358,"26,896,823","1,019,378"
