index,ZIP,County,ZIP Code Population,EV Count in Zip,ZEV Sales in County,County Population
73,90073,los angeles,1053.0,,125196,"9,663,345"
74,90074,los angeles,,1.0,125196,"9,663,345"
75,90075,los angeles,,1.0,125196,"9,663,345"
76,90076,los angeles,,,125196,"9,663,345"
77,90077,los angeles,8158.0,1381.0,125196,"9,663,345"
78,90078,los angeles,,7.0,125196,"9,663,345"
79,90079,los angeles,0.0,1.0,125196,"9,663,345"
80,90081,los angeles,,,125196,"9,663,345"
81,90082,los angeles,,,125196,"9,663,345"
82,90083,los angeles,,1.0,125196,"9,663,345"
83,90084,los angeles,,,125196,"9,663,345"
84,90086,los angeles,,4.0,125196,"9,663,345"
85,90087,los angeles,,,125196,"9,663,345"
87,90089,los angeles,4777.0,22.0,125196,"9,663,345"
89,90091,los angeles,,,125196,"9,663,345"
90,90093,los angeles,,9.0,125196,"9,663,345"
91,90094,los angeles,12127.0,1167.0,125196,"9,663,345"
92,90095,los angeles,0.0,88.0,125196,"9,663,345"
93,90099,los angeles,,,125196,"9,663,345"
94,90140,los angeles,,,125196,"9,663,345"
95,90201,los angeles,93783.0,690.0,125196,"9,663,345"
96,90202,los angeles,,,125196,"9,663,345"
97,90205,los angeles,,,125196,"9,663,345"
98,90209,los angeles,,32.0,125196,"9,663,345"
99,90210,los angeles,19652.0,2862.0,125196,"9,663,345"
100,90211,los angeles,8871.0,859.0,125196,"9,663,345"
101,90212,los angeles,10834.0,1191.0,125196,"9,663,345"
102,90213,los angeles,,17.0,125196,"9,663,345"
103,90220,los angeles,49156.0,419.0,125196,"9,663,345"
104,90221,los angeles,50782.0,346.0,125196,"9,663,345"
105,90222,los angeles,32173.0,227.0,125196,"9,663,345"
106,90223,los angeles,,3.0,125196,"9,663,345"
107,90224,los angeles,,3.0,125196,"9,663,345"
108,90230,los angeles,31570.0,1680.0,125196,"9,663,345"
109,90231,los angeles,,8.0,125196,"9,663,345"
110,90232,los angeles,16804.0,1129.0,125196,"9,663,345"
112,90239,los angeles,,7.0,125196,"9,663,345"
113,90240,los angeles,25326.0,920.0,125196,"9,663,345"
114,90241,los angeles,45484.0,1213.0,125196,"9,663,345"
115,90242,los angeles,40983.0,817.0,125196,"9,663,345"
116,90245,los angeles,16863.0,1121.0,125196,"9,663,345"
117,90247,los angeles,47303.0,935.0,125196,"9,663,345"
118,90248,los angeles,11144.0,459.0,125196,"9,663,345"
119,90249,los angeles,25967.0,739.0,125196,"9,663,345"
120,90250,los angeles,94991.0,2440.0,125196,"9,663,345"
121,90251,los angeles,,7.0,125196,"9,663,345"
122,90254,los angeles,19248.0,1826.0,125196,"9,663,345"
123,90255,los angeles,70363.0,483.0,125196,"9,663,345"
124,90260,los angeles,32379.0,631.0,125196,"9,663,345"
125,90262,los angeles,64918.0,445.0,125196,"9,663,345"
126,90263,los angeles,1895.0,4.0,125196,"9,663,345"
127,90264,los angeles,,18.0,125196,"9,663,345"
128,90265,los angeles,15914.0,1674.0,125196,"9,663,345"
129,90265,ventura,15914.0,1674.0,9239,"829,590"
130,90266,los angeles,34584.0,4194.0,125196,"9,663,345"
131,90267,los angeles,,13.0,125196,"9,663,345"
132,90270,los angeles,24522.0,157.0,125196,"9,663,345"
133,90272,los angeles,21438.0,3230.0,125196,"9,663,345"
134,90274,los angeles,24988.0,3147.0,125196,"9,663,345"
135,90275,los angeles,41367.0,4207.0,125196,"9,663,345"
136,90277,los angeles,35391.0,2579.0,125196,"9,663,345"
137,90278,los angeles,42536.0,3094.0,125196,"9,663,345"
138,90280,los angeles,91719.0,814.0,125196,"9,663,345"
139,90290,los angeles,5948.0,664.0,125196,"9,663,345"
140,90291,los angeles,25738.0,1975.0,125196,"9,663,345"
141,90292,los angeles,23684.0,2234.0,125196,"9,663,345"
142,90293,los angeles,12784.0,854.0,125196,"9,663,345"
143,90294,los angeles,,9.0,125196,"9,663,345"
144,90295,los angeles,,22.0,125196,"9,663,345"
145,90296,los angeles,,1.0,125196,"9,663,345"
146,90301,los angeles,36428.0,8702.0,125196,"9,663,345"
147,90302,los angeles,28871.0,525.0,125196,"9,663,345"
148,90303,los angeles,23169.0,276.0,125196,"9,663,345"
149,90304,los angeles,26215.0,246.0,125196,"9,663,345"
150,90305,los angeles,14612.0,460.0,125196,"9,663,345"
151,90306,los angeles,,,125196,"9,663,345"
152,90307,los angeles,,,125196,"9,663,345"
153,90308,los angeles,,3.0,125196,"9,663,345"
154,90309,los angeles,,2.0,125196,"9,663,345"
155,90310,los angeles,,,125196,"9,663,345"
156,90401,los angeles,7925.0,1776.0,125196,"9,663,345"
157,90402,los angeles,11178.0,1519.0,125196,"9,663,345"
158,90403,los angeles,25087.0,1794.0,125196,"9,663,345"
159,90404,los angeles,22881.0,1080.0,125196,"9,663,345"
160,90405,los angeles,26809.0,2185.0,125196,"9,663,345"
161,90406,los angeles,,15.0,125196,"9,663,345"
162,90408,los angeles,,7.0,125196,"9,663,345"
163,90409,los angeles,,8.0,125196,"9,663,345"
164,90501,los angeles,41319.0,1607.0,125196,"9,663,345"
165,90502,los angeles,18114.0,578.0,125196,"9,663,345"
166,90503,los angeles,43764.0,2342.0,125196,"9,663,345"
167,90504,los angeles,33321.0,1312.0,125196,"9,663,345"
168,90505,los angeles,35605.0,2027.0,125196,"9,663,345"
169,90506,los angeles,0.0,2.0,125196,"9,663,345"
170,90507,los angeles,,,125196,"9,663,345"
171,90508,los angeles,,1.0,125196,"9,663,345"
172,90509,los angeles,,1.0,125196,"9,663,345"
173,90510,los angeles,,7.0,125196,"9,663,345"
174,90601,los angeles,30472.0,1047.0,125196,"9,663,345"
175,90602,los angeles,25823.0,636.0,125196,"9,663,345"
176,90603,los angeles,20361.0,654.0,125196,"9,663,345"
177,90604,los angeles,39378.0,859.0,125196,"9,663,345"
178,90605,los angeles,39224.0,743.0,125196,"9,663,345"
179,90606,los angeles,31881.0,461.0,125196,"9,663,345"
180,90607,los angeles,,2.0,125196,"9,663,345"
181,90608,los angeles,,7.0,125196,"9,663,345"
182,90609,los angeles,,7.0,125196,"9,663,345"
183,90610,los angeles,,1.0,125196,"9,663,345"
184,90620,orange,46992.0,1718.0,54517,"3,135,755"
185,90621,orange,35735.0,1650.0,54517,"3,135,755"
186,90622,orange,,3.0,54517,"3,135,755"
187,90623,orange,15369.0,931.0,54517,"3,135,755"
188,90623,los angeles,15369.0,931.0,125196,"9,663,345"
189,90624,orange,,,54517,"3,135,755"
190,90630,orange,49565.0,2760.0,54517,"3,135,755"
191,90630,los angeles,49565.0,2760.0,125196,"9,663,345"
192,90631,orange,68615.0,2343.0,54517,"3,135,755"
193,90631,los angeles,68615.0,2343.0,125196,"9,663,345"
194,90632,orange,,7.0,54517,"3,135,755"
195,90633,orange,,4.0,54517,"3,135,755"
196,90637,los angeles,,3.0,125196,"9,663,345"
197,90638,los angeles,45714.0,1739.0,125196,"9,663,345"
198,90638,orange,45714.0,1739.0,54517,"3,135,755"
199,90639,los angeles,1714.0,2.0,125196,"9,663,345"
200,90640,los angeles,61615.0,1195.0,125196,"9,663,345"
201,90650,los angeles,100808.0,1864.0,125196,"9,663,345"
202,90651,los angeles,,3.0,125196,"9,663,345"
203,90652,los angeles,,,125196,"9,663,345"
204,90660,los angeles,60821.0,823.0,125196,"9,663,345"
205,90661,los angeles,,1.0,125196,"9,663,345"
206,90662,los angeles,,1.0,125196,"9,663,345"
207,90670,los angeles,18255.0,612.0,125196,"9,663,345"
208,90671,los angeles,,,125196,"9,663,345"
209,90680,orange,31949.0,741.0,54517,"3,135,755"
210,90701,los angeles,16044.0,485.0,125196,"9,663,345"
211,90702,los angeles,,2.0,125196,"9,663,345"
212,90703,los angeles,48607.0,3605.0,125196,"9,663,345"
213,90703,orange,48607.0,3605.0,54517,"3,135,755"
214,90704,los angeles,3764.0,36.0,125196,"9,663,345"
215,90706,los angeles,77396.0,1308.0,125196,"9,663,345"
216,90707,los angeles,,5.0,125196,"9,663,345"
217,90710,los angeles,26777.0,708.0,125196,"9,663,345"
218,90711,los angeles,,,125196,"9,663,345"
219,90712,los angeles,30672.0,1076.0,125196,"9,663,345"
220,90713,los angeles,28583.0,839.0,125196,"9,663,345"
221,90714,los angeles,,3.0,125196,"9,663,345"
222,90715,los angeles,20668.0,472.0,125196,"9,663,345"
223,90716,los angeles,13743.0,145.0,125196,"9,663,345"
224,90717,los angeles,21319.0,582.0,125196,"9,663,345"
225,90720,orange,24021.0,1519.0,54517,"3,135,755"
226,90721,orange,,,54517,"3,135,755"
227,90723,los angeles,52546.0,520.0,125196,"9,663,345"
228,90731,los angeles,62452.0,1195.0,125196,"9,663,345"
229,90732,los angeles,23104.0,892.0,125196,"9,663,345"
230,90733,los angeles,,5.0,125196,"9,663,345"
231,90734,los angeles,,9.0,125196,"9,663,345"
232,90740,orange,24382.0,1347.0,54517,"3,135,755"
233,90742,orange,385.0,81.0,54517,"3,135,755"
234,90743,orange,478.0,48.0,54517,"3,135,755"
235,90744,los angeles,53678.0,405.0,125196,"9,663,345"
236,90745,los angeles,57952.0,1264.0,125196,"9,663,345"
237,90746,los angeles,27465.0,772.0,125196,"9,663,345"
238,90747,los angeles,17.0,,125196,"9,663,345"
239,90748,los angeles,,6.0,125196,"9,663,345"
240,90749,los angeles,,5.0,125196,"9,663,345"
241,90755,los angeles,11654.0,604.0,125196,"9,663,345"
242,90801,los angeles,,7.0,125196,"9,663,345"
243,90802,los angeles,39859.0,1181.0,125196,"9,663,345"
244,90803,los angeles,31804.0,1819.0,125196,"9,663,345"
245,90804,los angeles,38306.0,670.0,125196,"9,663,345"
246,90805,los angeles,94631.0,1128.0,125196,"9,663,345"
247,90806,los angeles,39972.0,798.0,125196,"9,663,345"
248,90807,los angeles,33320.0,1431.0,125196,"9,663,345"
249,90808,los angeles,39351.0,1910.0,125196,"9,663,345"
250,90808,orange,39351.0,1910.0,54517,"3,135,755"
251,90809,los angeles,,5.0,125196,"9,663,345"
252,90810,los angeles,35648.0,447.0,125196,"9,663,345"
253,90813,los angeles,51689.0,384.0,125196,"9,663,345"
254,90814,los angeles,20676.0,793.0,125196,"9,663,345"
255,90815,los angeles,43461.0,1727.0,125196,"9,663,345"
256,90815,orange,43461.0,1727.0,54517,"3,135,755"
257,90822,los angeles,93.0,,125196,"9,663,345"
258,90831,los angeles,0.0,3.0,125196,"9,663,345"
259,90832,los angeles,,2.0,125196,"9,663,345"
260,90833,los angeles,,,125196,"9,663,345"
261,90840,los angeles,0.0,,125196,"9,663,345"
262,90844,los angeles,,,125196,"9,663,345"
263,90846,los angeles,,,125196,"9,663,345"
264,90853,los angeles,,2.0,125196,"9,663,345"
265,90895,los angeles,,2.0,125196,"9,663,345"
266,91001,los angeles,36402.0,2332.0,125196,"9,663,345"
267,91003,los angeles,,3.0,125196,"9,663,345"
268,91006,los angeles,32106.0,2744.0,125196,"9,663,345"
269,91007,los angeles,33141.0,2169.0,125196,"9,663,345"
270,91008,los angeles,754.0,119.0,125196,"9,663,345"
271,91009,los angeles,,6.0,125196,"9,663,345"
272,91010,los angeles,27245.0,776.0,125196,"9,663,345"
273,91011,los angeles,20094.0,2542.0,125196,"9,663,345"
274,91012,los angeles,,16.0,125196,"9,663,345"
275,91016,los angeles,41710.0,1683.0,125196,"9,663,345"
276,91017,los angeles,,10.0,125196,"9,663,345"
277,91020,los angeles,7265.0,365.0,125196,"9,663,345"
278,91021,los angeles,,3.0,125196,"9,663,345"
279,91023,los angeles,,,125196,"9,663,345"
280,91024,los angeles,11020.0,770.0,125196,"9,663,345"
281,91025,los angeles,,7.0,125196,"9,663,345"
282,91030,los angeles,26297.0,1877.0,125196,"9,663,345"
283,91031,los angeles,,25.0,125196,"9,663,345"
284,91040,los angeles,21436.0,1204.0,125196,"9,663,345"
285,91041,los angeles,,4.0,125196,"9,663,345"
286,91042,los angeles,27055.0,1287.0,125196,"9,663,345"
287,91043,los angeles,,4.0,125196,"9,663,345"
288,91046,los angeles,142.0,7.0,125196,"9,663,345"
289,91066,los angeles,,20.0,125196,"9,663,345"
290,91077,los angeles,,4.0,125196,"9,663,345"
291,91101,los angeles,20814.0,1026.0,125196,"9,663,345"
292,91102,los angeles,,7.0,125196,"9,663,345"
293,91103,los angeles,24910.0,1056.0,125196,"9,663,345"
294,91104,los angeles,35595.0,1700.0,125196,"9,663,345"
295,91105,los angeles,12546.0,1419.0,125196,"9,663,345"
296,91106,los angeles,23217.0,1347.0,125196,"9,663,345"
297,91107,los angeles,32944.0,2329.0,125196,"9,663,345"
298,91108,los angeles,12464.0,1687.0,125196,"9,663,345"
299,91109,los angeles,,19.0,125196,"9,663,345"
300,91114,los angeles,,3.0,125196,"9,663,345"
301,91115,los angeles,,4.0,125196,"9,663,345"
302,91116,los angeles,,6.0,125196,"9,663,345"
303,91117,los angeles,,3.0,125196,"9,663,345"
304,91118,los angeles,,11.0,125196,"9,663,345"
305,91121,los angeles,,,125196,"9,663,345"
306,91123,los angeles,,,125196,"9,663,345"
307,91124,los angeles,,,125196,"9,663,345"
308,91125,los angeles,968.0,1.0,125196,"9,663,345"
309,91126,los angeles,,1.0,125196,"9,663,345"
310,91129,los angeles,,,125196,"9,663,345"
311,91182,los angeles,,,125196,"9,663,345"
312,91184,los angeles,,,125196,"9,663,345"
313,91185,los angeles,,,125196,"9,663,345"
314,91188,los angeles,,,125196,"9,663,345"
315,91189,los angeles,,,125196,"9,663,345"
316,91199,los angeles,,,125196,"9,663,345"
317,91201,los angeles,22261.0,1082.0,125196,"9,663,345"
318,91202,los angeles,22258.0,1249.0,125196,"9,663,345"
319,91203,los angeles,16482.0,819.0,125196,"9,663,345"
320,91204,los angeles,18847.0,803.0,125196,"9,663,345"
321,91205,los angeles,34890.0,1276.0,125196,"9,663,345"
322,91206,los angeles,32330.0,1757.0,125196,"9,663,345"
323,91207,los angeles,10626.0,741.0,125196,"9,663,345"
324,91208,los angeles,15467.0,1283.0,125196,"9,663,345"
325,91209,los angeles,,9.0,125196,"9,663,345"
326,91210,los angeles,334.0,45.0,125196,"9,663,345"
327,91214,los angeles,31707.0,2221.0,125196,"9,663,345"
328,91221,los angeles,,7.0,125196,"9,663,345"
329,91222,los angeles,,2.0,125196,"9,663,345"
330,91224,los angeles,,3.0,125196,"9,663,345"
