Data Year,Quarter,COUNTY,Total LDV Sales,ZEV Sales,ZEV Sales Share
2023,Q2,Glenn,155,8,0.0516129032258064
2023,Q2,Humboldt,694,96,0.138328530259366
2023,Q2,Imperial,2323,103,0.0443392165303486
2023,Q2,Inyo,171,11,0.0643274853801169
2023,Q2,Kern,7248,761,0.104994481236203
2023,Q2,Kings,1045,90,0.0861244019138756
2023,Q2,Lake,280,40,0.142857142857142
2023,Q2,Lassen,105,6,0.0571428571428571
2023,Q2,Los Angeles,130609,33049,0.253037692655176
2023,Q2,Madera,989,122,0.123356926188068
2023,Q2,Marin,3042,1155,0.379684418145956
2023,Q2,Mariposa,108,8,0.074074074074074
2023,Q2,Mendocino,516,76,0.147286821705426
2023,Q2,Merced,1632,218,0.133578431372549
2023,Q2,Modoc,41,0,0.0
2023,Q2,Mono,102,16,0.156862745098039
2023,Q2,Monterey,2995,521,0.173956594323873
2023,Q2,Napa,1301,327,0.251345119139123
2023,Q2,Nevada,680,131,0.192647058823529
2023,Q2,Orange,48290,15481,0.320583971836819
2023,Q2,Out Of State,29442,1178,0.040010868826846
2023,Q2,Placer,4779,1249,0.261351747227453
2023,Q2,Plumas,98,7,0.0714285714285714
2023,Q2,Riverside,27906,5666,0.203038773023722
2023,Q2,Sacramento,12987,3506,0.269962269962269
2023,Q2,San Benito,575,130,0.226086956521739
2023,Q2,San Bernardino,23446,4697,0.200332679348289
2023,Q2,San Diego,38818,10696,0.275542274202689
2023,Q2,San Francisco,7616,3139,0.412158613445378
2023,Q2,San Joaquin,7259,1916,0.263948202231712
2023,Q2,San Luis Obispo,2175,506,0.232643678160919
2023,Q2,San Mateo,15747,3914,0.248555280370864
2023,Q2,Santa Barbara,3663,743,0.202839202839202
2023,Q2,Santa Clara,23416,10029,0.42829689101469
2023,Q2,Santa Cruz,1861,497,0.267060720042987
2023,Q2,Shasta,1245,106,0.0851405622489959
2023,Q2,Sierra,16,1,0.0625
2023,Q2,Siskiyou,253,19,0.075098814229249
2023,Q2,Solano,4207,982,0.23342048966009
2023,Q2,Sonoma,4201,1078,0.256605570102356
2023,Q2,Stanislaus,3839,530,0.138056785621255
2023,Q2,Sutter,682,81,0.118768328445747
2023,Q2,Tehama,329,28,0.0851063829787234
2023,Q2,Trinity,49,3,0.0612244897959183
2023,Q2,Tulare,3160,257,0.0813291139240506
2023,Q2,Tuolumne,353,39,0.110481586402266
2023,Q2,Ventura,9956,2612,0.262354359180393
2023,Q2,Yolo,1877,472,0.251465103889184
2023,Q2,Yuba,488,57,0.116803278688524
2023,Q3,Alameda,16183,6540,0.404127788419946
2023,Q3,Alpine,5,2,0.4
2023,Q3,Amador,251,23,0.0916334661354581
2023,Q3,Butte,1163,147,0.12639724849527
2023,Q3,Calaveras,345,45,0.130434782608695
2023,Q3,Colusa,136,11,0.0808823529411764
2023,Q3,Contra Costa,11847,3898,0.329028446020089
2023,Q3,Del Norte,96,8,0.0833333333333333
2023,Q3,El Dorado,1716,377,0.219696969696969
2023,Q3,Fresno,7191,1170,0.16270337922403
2023,Q3,Glenn,162,12,0.074074074074074
2023,Q3,Humboldt,626,87,0.138977635782747
2023,Q3,Imperial,2240,130,0.0580357142857142
2023,Q3,Inyo,160,19,0.11875
2023,Q3,Kern,6865,811,0.118135469774217
2023,Q3,Kings,991,86,0.0867810292633703
2023,Q3,Lake,289,36,0.124567474048442
2023,Q3,Lassen,99,3,0.0303030303030303
2023,Q3,Los Angeles,119033,33472,0.28119933127788
2023,Q3,Madera,911,155,0.170142700329308
2023,Q3,Marin,2885,1099,0.380935875216637
2023,Q3,Mariposa,81,15,0.185185185185185
2023,Q3,Mendocino,479,76,0.15866388308977
2023,Q3,Merced,1527,217,0.14210870988867
2023,Q3,Modoc,46,0,0.0
2023,Q3,Mono,99,11,0.111111111111111
2023,Q3,Monterey,3050,583,0.191147540983606
2023,Q3,Napa,1191,305,0.256087321578505
2023,Q3,Nevada,690,145,0.210144927536231
2023,Q3,Orange,45547,14252,0.312907546051331
2023,Q3,Out Of State,24578,2703,0.109976401660021
2023,Q3,Placer,4714,1288,0.273228680526092
2023,Q3,Plumas,102,11,0.107843137254901
2023,Q3,Riverside,26851,5440,0.202599530743733
2023,Q3,Sacramento,12479,3352,0.268611266928439
2023,Q3,San Benito,580,118,0.203448275862068
2023,Q3,San Bernardino,22626,4387,0.193891982674798
2023,Q3,San Diego,36815,9813,0.266548961021322
2023,Q3,San Francisco,7095,2877,0.405496828752642
2023,Q3,San Joaquin,6736,1693,0.251336104513064
2023,Q3,San Luis Obispo,2200,536,0.243636363636363
2023,Q3,San Mateo,12039,4818,0.400199352105656
2023,Q3,Santa Barbara,3534,814,0.230333899264289
2023,Q3,Santa Clara,23775,10275,0.432176656151419
2023,Q3,Santa Cruz,2031,571,0.281142294436238
2023,Q3,Shasta,1188,136,0.114478114478114
2023,Q3,Sierra,16,1,0.0625
2023,Q3,Siskiyou,236,16,0.0677966101694915
2023,Q3,Solano,3939,884,0.224422442244224
2023,Q3,Sonoma,3966,1011,0.254916792738275
2023,Q3,Stanislaus,3728,620,0.166309012875536
2023,Q3,Sutter,688,87,0.126453488372093
2023,Q3,Tehama,355,41,0.115492957746478
2023,Q3,Trinity,48,6,0.125
2023,Q3,Tulare,2988,308,0.103078982597054
2023,Q3,Tuolumne,304,38,0.125
2023,Q3,Ventura,9540,2396,0.251153039832285
2023,Q3,Yolo,1891,467,0.246959280803807
2023,Q3,Yuba,452,71,0.157079646017699
2023,Q4,Alameda,14238,5137,0.360795055485321
2023,Q4,Alpine,8,0,0.0
2023,Q4,Amador,227,23,0.101321585903083
2023,Q4,Butte,1155,140,0.121212121212121
2023,Q4,Calaveras,318,38,0.119496855345911
2023,Q4,Colusa,126,5,0.0396825396825396
2023,Q4,Contra Costa,10893,3475,0.319012209675938
2023,Q4,Del Norte,97,6,0.0618556701030927
2023,Q4,El Dorado,1665,374,0.224624624624624
2023,Q4,Fresno,6262,921,0.147077610986905
2023,Q4,Glenn,146,10,0.0684931506849315
2023,Q4,Humboldt,577,80,0.138648180242634
2023,Q4,Imperial,1981,102,0.0514891468955073
2023,Q4,Inyo,156,8,0.0512820512820512
2023,Q4,Kern,6202,706,0.113834247017091
2023,Q4,Kings,859,80,0.0931315483119906
2023,Q4,Lake,296,39,0.131756756756756
2023,Q4,Lassen,99,7,0.0707070707070707
2023,Q4,Los Angeles,116724,29489,0.252638703265823
2023,Q4,Madera,843,90,0.106761565836298
2023,Q4,Marin,2922,1111,0.38021902806297
2023,Q4,Mariposa,82,8,0.0975609756097561
2023,Q4,Mendocino,443,69,0.155756207674943
2023,Q4,Merced,1368,163,0.119152046783625
2023,Q4,Modoc,35,2,0.0571428571428571
2023,Q4,Mono,120,13,0.108333333333333
2023,Q4,Monterey,2851,493,0.172921781830936
2023,Q4,Napa,1271,384,0.302124311565696
2023,Q4,Nevada,645,135,0.209302325581395
2023,Q4,Orange,42134,12366,0.293492191579247
2023,Q4,Out Of State,23090,2919,0.126418362927674
2023,Q4,Placer,4327,1097,0.253524381788768
2023,Q4,Plumas,108,10,0.0925925925925925
2023,Q4,Riverside,25021,4981,0.199072778865752
2023,Q4,Sacramento,11347,2711,0.238917775623512
2023,Q4,San Benito,525,113,0.215238095238095
2023,Q4,San Bernardino,20838,3882,0.186294270083501
2023,Q4,San Diego,34998,8829,0.252271558374764
2023,Q4,San Francisco,6156,2044,0.332033788174139
2023,Q4,San Joaquin,5952,1310,0.220094086021505
2023,Q4,San Luis Obispo,2240,555,0.247767857142857
2023,Q4,San Mateo,9098,3034,0.333479885689162
2023,Q4,Santa Barbara,3417,776,0.227099795141937
2023,Q4,Santa Clara,20815,8332,0.400288253663223
2023,Q4,Santa Cruz,1786,496,0.277715565509518
2023,Q4,Shasta,1075,121,0.112558139534883
2023,Q4,Sierra,11,1,0.0909090909090909
2023,Q4,Siskiyou,224,16,0.0714285714285714
2023,Q4,Solano,3568,842,0.235986547085201
2023,Q4,Sonoma,3877,1035,0.26695898890895
2023,Q4,Stanislaus,3201,493,0.154014370509215
2023,Q4,Sutter,592,74,0.125
2023,Q4,Tehama,319,24,0.0752351097178683
2023,Q4,Trinity,55,2,0.0363636363636363
2023,Q4,Tulare,2677,238,0.0889054912215166
2023,Q4,Tuolumne,321,52,0.161993769470404
2023,Q4,Ventura,8950,2266,0.253184357541899
2023,Q4,Yolo,1677,373,0.22242098986285
2023,Q4,Yuba,409,68,0.166259168704156
2024,Q1,Alameda,15637,5987,0.382873952804246
2024,Q1,Alpine,11,1,0.0909090909090909
2024,Q1,Amador,213,27,0.126760563380281
2024,Q1,Butte,1154,140,0.121317157712305
2024,Q1,Calaveras,311,43,0.138263665594855
2024,Q1,Colusa,133,8,0.0601503759398496
2024,Q1,Contra Costa,11563,3632,0.31410533598547
2024,Q1,Del Norte,97,7,0.0721649484536082
2024,Q1,El Dorado,1664,368,0.221153846153846
2024,Q1,Fresno,6383,851,0.133322888923703
2024,Q1,Glenn,151,10,0.0662251655629139
2024,Q1,Humboldt,605,78,0.12892561983471
2024,Q1,Imperial,2060,106,0.0514563106796116
2024,Q1,Inyo,125,14,0.112
2024,Q1,Kern,6152,682,0.110858257477243
2024,Q1,Kings,902,80,0.0886917960088691
2024,Q1,Lake,251,27,0.107569721115537
2024,Q1,Lassen,76,4,0.0526315789473684
2024,Q1,Los Angeles,128817,32092,0.249128608801633
2024,Q1,Madera,809,98,0.121137206427688
2024,Q1,Marin,3257,1298,0.398526251151366
2024,Q1,Mariposa,60,6,0.1
2024,Q1,Mendocino,430,71,0.165116279069767
2024,Q1,Merced,1363,143,0.104915627292736
2024,Q1,Modoc,39,3,0.0769230769230769
2024,Q1,Mono,101,11,0.108910891089108
2024,Q1,Monterey,2966,528,0.178017532029669
2024,Q1,Napa,1229,313,0.254678600488201
2024,Q1,Nevada,608,128,0.210526315789473
2024,Q1,Orange,45173,13100,0.289996236690058
2024,Q1,Out Of State,30700,2436,0.0793485342019544
2024,Q1,Placer,4688,1279,0.272824232081911
2024,Q1,Plumas,103,2,0.0194174757281553
2024,Q1,Riverside,26419,5218,0.197509368257693
2024,Q1,Sacramento,11667,2874,0.2463358189766
2024,Q1,San Benito,570,107,0.187719298245614
2024,Q1,San Bernardino,21100,3857,0.182796208530805
2024,Q1,San Diego,37902,9632,0.254129069706084
2024,Q1,San Francisco,6885,2410,0.350036310820624
2024,Q1,San Joaquin,6031,1234,0.204609517492953
2024,Q1,San Luis Obispo,2270,507,0.223348017621145
2024,Q1,San Mateo,13162,3147,0.239097401610697
2024,Q1,Santa Barbara,3577,746,0.208554654738607
2024,Q1,Santa Clara,22676,9350,0.412330216969483
2024,Q1,Santa Cruz,1930,504,0.261139896373057
2024,Q1,Shasta,1076,114,0.105947955390334
2024,Q1,Sierra,15,1,0.0666666666666666
2024,Q1,Siskiyou,196,10,0.0510204081632653
2024,Q1,Solano,3547,740,0.20862700873978
2024,Q1,Sonoma,3994,1012,0.253380070105157
2024,Q1,Stanislaus,3141,385,0.122572429162687
2024,Q1,Sutter,669,81,0.121076233183856
2024,Q1,Tehama,287,19,0.0662020905923344
2024,Q1,Trinity,57,4,0.0701754385964912
2024,Q1,Tulare,2823,226,0.0800566772936592
2024,Q1,Tuolumne,325,42,0.129230769230769
2024,Q1,Ventura,9882,2480,0.250961343857518
2024,Q1,Yolo,1972,517,0.262170385395537
2024,Q1,Yuba,369,53,0.143631436314363
2024,Q2,Alameda,14935,5760,0.385671242048878
2024,Q2,Alpine,10,4,0.4
2024,Q2,Amador,248,37,0.149193548387096
2024,Q2,Butte,1161,122,0.105081826012058
2024,Q2,Calaveras,327,51,0.155963302752293
2024,Q2,Colusa,162,8,0.0493827160493827
2024,Q2,Contra Costa,11496,3962,0.344641614474599
2024,Q2,Del Norte,138,11,0.0797101449275362
2024,Q2,El Dorado,1760,431,0.244886363636363
2024,Q2,Fresno,6408,953,0.148720349563046
2024,Q2,Glenn,171,7,0.0409356725146198
2024,Q2,Humboldt,621,99,0.159420289855072
2024,Q2,Imperial,2479,126,0.0508269463493344
2024,Q2,Inyo,143,14,0.0979020979020979
2024,Q2,Kern,6905,784,0.113540912382331
2024,Q2,Kings,915,81,0.0885245901639344
2024,Q2,Lake,273,33,0.12087912087912
2024,Q2,Lassen,99,3,0.0303030303030303
2024,Q2,Los Angeles,125559,33874,0.269785519158324
2024,Q2,Madera,917,124,0.135223555070883
2024,Q2,Marin,2991,1232,0.41190237378803
2024,Q2,Mariposa,85,15,0.176470588235294
2024,Q2,Mendocino,436,56,0.128440366972477
2024,Q2,Merced,1437,160,0.11134307585247
2024,Q2,Modoc,28,0,0.0
2024,Q2,Mono,87,7,0.0804597701149425
2024,Q2,Monterey,2911,554,0.190312607351425
2024,Q2,Napa,1216,339,0.278782894736842
2024,Q2,Nevada,572,123,0.215034965034965
2024,Q2,Orange,45847,14865,0.324230593059524
2024,Q2,Out Of State,37808,3913,0.103496614473127
2024,Q2,Placer,4784,1423,0.297449832775919
2024,Q2,Plumas,96,11,0.114583333333333
2024,Q2,Riverside,27797,5997,0.215742706047415
2024,Q2,Sacramento,12352,3465,0.280521373056994
2024,Q2,San Benito,567,116,0.204585537918871
2024,Q2,San Bernardino,22662,4539,0.200291236431029
2024,Q2,San Diego,38224,10243,0.267973001255755
2024,Q2,San Francisco,6414,2277,0.355004677268475
2024,Q2,San Joaquin,6485,1522,0.234695451040863
2024,Q2,San Luis Obispo,2191,480,0.219078046554084
2024,Q2,San Mateo,15324,3804,0.248238057948316
2024,Q2,Santa Barbara,3426,758,0.221249270286047
2024,Q2,Santa Clara,22154,9543,0.430757425295657
2024,Q2,Santa Cruz,1830,477,0.260655737704918
2024,Q2,Shasta,1104,118,0.106884057971014
2024,Q2,Sierra,20,2,0.1
2024,Q2,Siskiyou,228,25,0.109649122807017
2024,Q2,Solano,3948,933,0.236322188449848
2024,Q2,Sonoma,3942,1005,0.254946727549467
2024,Q2,Stanislaus,3580,571,0.15949720670391
2024,Q2,Sutter,666,82,0.123123123123123
2024,Q2,Tehama,310,23,0.0741935483870967
2024,Q2,Trinity,55,8,0.145454545454545
2024,Q2,Tulare,2701,267,0.0988522769344687
2024,Q2,Tuolumne,318,42,0.132075471698113
2024,Q2,Ventura,9844,2506,0.254571312474603
2024,Q2,Yolo,1618,403,0.249072929542645
2024,Q2,Yuba,463,85,0.183585313174946
2024,Q3,Alameda,15067,5556,0.36875290369682
2024,Q3,Alpine,15,1,0.0666666666666666
2024,Q3,Amador,247,37,0.149797570850202
2024,Q3,Butte,1119,122,0.109025915996425
2024,Q3,Calaveras,313,55,0.175718849840255
2024,Q3,Colusa,151,9,0.0596026490066225
2024,Q3,Contra Costa,11668,3773,0.323363044223517
2024,Q3,Del Norte,99,15,0.151515151515151
2024,Q3,El Dorado,1734,409,0.235870818915801
2024,Q3,Fresno,7233,1023,0.141435089174616
2024,Q3,Glenn,156,9,0.0576923076923076
2024,Q3,Humboldt,655,101,0.154198473282442
2024,Q3,Imperial,2626,198,0.0753998476770754
2024,Q3,Inyo,144,12,0.0833333333333333
2024,Q3,Kern,6769,875,0.129265770423991
2024,Q3,Kings,1037,90,0.0867888138862102
2024,Q3,Lake,281,32,0.113879003558718
2024,Q3,Lassen,105,3,0.0285714285714285
2024,Q3,Los Angeles,117340,33302,0.283807738196693
2024,Q3,Madera,1052,140,0.133079847908745
2024,Q3,Marin,3141,1236,0.393505253104106
2024,Q3,Mariposa,70,8,0.114285714285714
2024,Q3,Mendocino,492,74,0.15040650406504
2024,Q3,Merced,1528,219,0.143324607329842
2024,Q3,Modoc,34,1,0.0294117647058823
2024,Q3,Mono,108,11,0.101851851851851
2024,Q3,Monterey,2863,531,0.185469786936779
2024,Q3,Napa,1302,407,0.312596006144393
2024,Q3,Nevada,654,125,0.191131498470948
2024,Q3,Orange,45679,14142,0.309595218809518
2024,Q3,Out Of State,20138,1561,0.077515145496077
2024,Q3,Placer,4870,1346,0.276386036960985
2024,Q3,Plumas,114,13,0.114035087719298
2024,Q3,Riverside,27610,6021,0.218073161897863
2024,Q3,Sacramento,13026,3736,0.286810993397819
2024,Q3,San Benito,561,130,0.231729055258467
2024,Q3,San Bernardino,22955,4624,0.201437595295142
2024,Q3,San Diego,37603,10049,0.26723931601202
2024,Q3,San Francisco,6550,2378,0.363053435114503
2024,Q3,San Joaquin,6671,1482,0.22215559886074
2024,Q3,San Luis Obispo,2222,497,0.223672367236723
2024,Q3,San Mateo,12873,3206,0.249048395867319
2024,Q3,Santa Barbara,3631,832,0.229137978518314
2024,Q3,Santa Clara,24370,10637,0.436479277800574
2024,Q3,Santa Cruz,1765,480,0.271954674220963
2024,Q3,Shasta,1061,127,0.119698397737983
2024,Q3,Sierra,15,3,0.2
2024,Q3,Siskiyou,218,19,0.0871559633027523
2024,Q3,Solano,3674,890,0.242242787152966
2024,Q3,Sonoma,4014,1009,0.251370204285002
2024,Q3,Stanislaus,3615,611,0.169017980636237
2024,Q3,Sutter,723,82,0.1134163208852
2024,Q3,Tehama,293,27,0.0921501706484641
2024,Q3,Trinity,46,3,0.0652173913043478
2024,Q3,Tulare,3189,323,0.101285669488867
2024,Q3,Tuolumne,313,37,0.118210862619808
2024,Q3,Ventura,10246,2752,0.268592621510833
2024,Q3,Yolo,1829,422,0.230727173318753
2024,Q3,Yuba,490,84,0.171428571428571
