Data Year,Fuel Type,ZIP,Number of Vehicles
2023,Battery Electric (BEV),93704,282
2023,Battery Electric (BEV),93705,119
2023,Battery Electric (BEV),93706,123
2023,Battery Electric (BEV),93710,214
2023,Battery Electric (BEV),93711,667
2023,Battery Electric (BEV),93712,1
2023,Battery Electric (BEV),93720,946
2023,Battery Electric (BEV),93721,101
2023,Battery Electric (BEV),93722,739
2023,Battery Electric (BEV),93723,302
2023,Battery Electric (BEV),93724,1
2023,Battery Electric (BEV),93725,129
2023,Battery Electric (BEV),93726,169
2023,Battery Electric (BEV),93727,877
2023,Battery Electric (BEV),93728,66
2023,Battery Electric (BEV),93729,10
2023,Battery Electric (BEV),93730,704
2023,Battery Electric (BEV),93737,159
2023,Battery Electric (BEV),93745,1
2023,Battery Electric (BEV),93755,2
2023,Battery Electric (BEV),93771,2
2023,Battery Electric (BEV),93791,3
2023,Battery Electric (BEV),93792,2
2023,Battery Electric (BEV),93794,1
2023,Battery Electric (BEV),93901,255
2023,Battery Electric (BEV),93902,2
2023,Battery Electric (BEV),93905,248
2023,Battery Electric (BEV),93906,444
2023,Battery Electric (BEV),93907,313
2023,Battery Electric (BEV),93908,421
2023,Battery Electric (BEV),93912,4
2023,Battery Electric (BEV),93915,1
2023,Battery Electric (BEV),93920,13
2023,Battery Electric (BEV),93921,128
2023,Battery Electric (BEV),93922,17
2023,Battery Electric (BEV),93923,667
2023,Battery Electric (BEV),93924,310
2023,Battery Electric (BEV),93925,5
2023,Battery Electric (BEV),93926,44
2023,Battery Electric (BEV),93927,70
2023,Battery Electric (BEV),93928,5
2023,Battery Electric (BEV),93930,79
2023,Battery Electric (BEV),93932,4
2023,Battery Electric (BEV),93933,634
2023,Battery Electric (BEV),93940,791
2023,Battery Electric (BEV),93942,16
2023,Battery Electric (BEV),93943,1
2023,Battery Electric (BEV),93944,1
2023,Battery Electric (BEV),93950,452
2023,Battery Electric (BEV),93953,280
2023,Battery Electric (BEV),93954,1
2023,Battery Electric (BEV),93955,407
2023,Battery Electric (BEV),93960,128
2023,Battery Electric (BEV),93962,9
2023,Battery Electric (BEV),94002,2149
2023,Battery Electric (BEV),94005,262
2023,Battery Electric (BEV),94010,3598
2023,Battery Electric (BEV),94011,7
2023,Battery Electric (BEV),94014,1112
2023,Battery Electric (BEV),94015,1715
2023,Battery Electric (BEV),94017,3
2023,Battery Electric (BEV),94018,135
2023,Battery Electric (BEV),94019,645
2023,Battery Electric (BEV),94020,63
2023,Battery Electric (BEV),94021,3
2023,Battery Electric (BEV),94022,2848
2023,Battery Electric (BEV),94023,25
2023,Battery Electric (BEV),94024,3094
2023,Battery Electric (BEV),94025,3683
2023,Battery Electric (BEV),94026,19
2023,Battery Electric (BEV),94027,992
2023,Battery Electric (BEV),94028,964
2023,Battery Electric (BEV),94030,1398
2023,Battery Electric (BEV),94035,3
2023,Battery Electric (BEV),94037,161
2023,Battery Electric (BEV),94038,117
2023,Battery Electric (BEV),94039,5
2023,Battery Electric (BEV),94040,2683
2023,Battery Electric (BEV),94041,1077
2023,Battery Electric (BEV),94042,9
2023,Battery Electric (BEV),94043,2807
2023,Battery Electric (BEV),94044,1408
2023,Battery Electric (BEV),94059,1
2023,Battery Electric (BEV),94060,21
2023,Battery Electric (BEV),94061,1544
2023,Battery Electric (BEV),94062,2426
2023,Battery Electric (BEV),94063,982
2023,Battery Electric (BEV),94064,3
2023,Battery Electric (BEV),94065,1104
2023,Battery Electric (BEV),94066,1473
2023,Battery Electric (BEV),94070,2642
2023,Battery Electric (BEV),94074,8
2023,Battery Electric (BEV),94080,9778
2023,Battery Electric (BEV),94083,6
2023,Battery Electric (BEV),94085,1495
2023,Battery Electric (BEV),94086,2793
2023,Battery Electric (BEV),94087,4077
2023,Battery Electric (BEV),94088,12
2023,Battery Electric (BEV),94089,1213
2023,Battery Electric (BEV),94102,429
2023,Battery Electric (BEV),94103,960
2023,Battery Electric (BEV),94104,179
2023,Battery Electric (BEV),94105,797
2023,Battery Electric (BEV),94107,3028
2023,Battery Electric (BEV),94108,157
2023,Battery Electric (BEV),94109,985
2023,Battery Electric (BEV),94110,1815
2023,Battery Electric (BEV),94111,162
2023,Battery Electric (BEV),94112,2001
2023,Battery Electric (BEV),94114,1644
2023,Battery Electric (BEV),94115,1016
2023,Battery Electric (BEV),94116,1749
2023,Battery Electric (BEV),94117,1172
2023,Battery Electric (BEV),94118,1280
2023,Battery Electric (BEV),94119,7
2023,Battery Electric (BEV),94121,1317
2023,Battery Electric (BEV),94122,1847
2023,Battery Electric (BEV),94123,918
2023,Battery Electric (BEV),94124,1033
2023,Battery Electric (BEV),94126,4
2023,Battery Electric (BEV),94127,1222
2023,Battery Electric (BEV),94128,3
2023,Battery Electric (BEV),94129,163
2023,Battery Electric (BEV),94130,42
2023,Battery Electric (BEV),94131,1575
2023,Battery Electric (BEV),94132,840
2023,Battery Electric (BEV),94133,471
2023,Battery Electric (BEV),94134,1035
2023,Battery Electric (BEV),94141,1
2023,Battery Electric (BEV),94142,1
2023,Battery Electric (BEV),94146,1
2023,Battery Electric (BEV),94147,4
2023,Battery Electric (BEV),94158,417
2023,Battery Electric (BEV),94159,1
2023,Battery Electric (BEV),94188,8
2023,Battery Electric (BEV),94207,1
2023,Battery Electric (BEV),94244,1
2023,Battery Electric (BEV),94296,5
2023,Battery Electric (BEV),94297,1
2023,Battery Electric (BEV),94301,1762
2023,Battery Electric (BEV),94302,9
2023,Battery Electric (BEV),94303,2443
2023,Battery Electric (BEV),94304,260
2023,Battery Electric (BEV),94305,397
2023,Battery Electric (BEV),94306,2434
2023,Battery Electric (BEV),94309,4
2023,Battery Electric (BEV),94401,928
2023,Battery Electric (BEV),94402,1833
2023,Battery Electric (BEV),94403,2334
2023,Battery Electric (BEV),94404,2475
2023,Battery Electric (BEV),94501,2379
2023,Battery Electric (BEV),94502,890
2023,Battery Electric (BEV),94503,703
2023,Battery Electric (BEV),94505,533
2023,Battery Electric (BEV),94506,2507
2023,Battery Electric (BEV),94507,1351
2023,Battery Electric (BEV),94508,59
2023,Battery Electric (BEV),94509,677
2023,Battery Electric (BEV),94510,900
2023,Battery Electric (BEV),94511,55
2023,Battery Electric (BEV),94512,1
2023,Battery Electric (BEV),94513,2549
2023,Battery Electric (BEV),94514,5
2023,Battery Electric (BEV),94515,185
2023,Battery Electric (BEV),94516,13
2023,Battery Electric (BEV),94517,435
2023,Battery Electric (BEV),94518,673
2023,Battery Electric (BEV),94519,364
2023,Battery Electric (BEV),94520,488
2023,Battery Electric (BEV),94521,1102
2023,Battery Electric (BEV),94522,4
2023,Battery Electric (BEV),94523,1245
2023,Battery Electric (BEV),94524,3
2023,Battery Electric (BEV),94525,62
2023,Battery Electric (BEV),94526,2159
2023,Battery Electric (BEV),94528,96
2023,Battery Electric (BEV),94530,1107
2023,Battery Electric (BEV),94531,1261
2023,Battery Electric (BEV),94533,1247
2023,Battery Electric (BEV),94534,1676
2023,Battery Electric (BEV),94535,51
2023,Battery Electric (BEV),94536,3958
2023,Battery Electric (BEV),94537,7
2023,Battery Electric (BEV),94538,7539
2023,Battery Electric (BEV),94539,5951
2023,Battery Electric (BEV),94540,5
2023,Battery Electric (BEV),94541,1327
2023,Battery Electric (BEV),94542,896
2023,Battery Electric (BEV),94543,1
2023,Battery Electric (BEV),94544,2446
2023,Battery Electric (BEV),94545,1104
2023,Battery Electric (BEV),94546,1665
2023,Battery Electric (BEV),94547,1117
2023,Battery Electric (BEV),94548,4
2023,Battery Electric (BEV),94549,2251
2023,Battery Electric (BEV),94550,2159
2023,Battery Electric (BEV),94551,1415
2023,Battery Electric (BEV),94552,1157
2023,Battery Electric (BEV),94553,1278
2023,Battery Electric (BEV),94555,2675
2023,Battery Electric (BEV),94556,1041
2023,Battery Electric (BEV),94558,1809
2023,Battery Electric (BEV),94559,684
2023,Battery Electric (BEV),94560,2959
2023,Battery Electric (BEV),94561,1043
2023,Battery Electric (BEV),94562,9
2023,Battery Electric (BEV),94563,2057
2023,Battery Electric (BEV),94564,482
2023,Battery Electric (BEV),94565,1585
2023,Battery Electric (BEV),94566,3286
2023,Battery Electric (BEV),94567,10
2023,Battery Electric (BEV),94568,6550
2023,Battery Electric (BEV),94569,3
2023,Battery Electric (BEV),94570,2
2023,Battery Electric (BEV),94571,205
2023,Battery Electric (BEV),94572,172
2023,Battery Electric (BEV),94573,37
2023,Battery Electric (BEV),94574,327
2023,Battery Electric (BEV),94575,1
2023,Battery Electric (BEV),94576,1
2023,Battery Electric (BEV),94577,1181
2023,Battery Electric (BEV),94578,700
2023,Battery Electric (BEV),94579,681
2023,Battery Electric (BEV),94580,630
2023,Battery Electric (BEV),94581,10
2023,Battery Electric (BEV),94582,5194
2023,Battery Electric (BEV),94583,2614
2023,Battery Electric (BEV),94585,412
2023,Battery Electric (BEV),94586,43
2023,Battery Electric (BEV),94587,3100
2023,Battery Electric (BEV),94588,2243
2023,Battery Electric (BEV),94589,323
2023,Battery Electric (BEV),94590,425
2023,Battery Electric (BEV),94591,1320
2023,Battery Electric (BEV),94592,66
2023,Battery Electric (BEV),94595,738
2023,Battery Electric (BEV),94596,1133
2023,Battery Electric (BEV),94597,982
2023,Battery Electric (BEV),94598,1561
2023,Battery Electric (BEV),94599,77
2023,Battery Electric (BEV),94601,436
2023,Battery Electric (BEV),94602,1209
2023,Battery Electric (BEV),94603,225
2023,Battery Electric (BEV),94604,7
2023,Battery Electric (BEV),94605,1171
2023,Battery Electric (BEV),94606,475
2023,Battery Electric (BEV),94607,663
2023,Battery Electric (BEV),94608,950
2023,Battery Electric (BEV),94609,578
2023,Battery Electric (BEV),94610,1313
2023,Battery Electric (BEV),94611,2909
2023,Battery Electric (BEV),94612,489
2023,Battery Electric (BEV),94614,1
2023,Battery Electric (BEV),94618,1214
2023,Battery Electric (BEV),94619,844
2023,Battery Electric (BEV),94620,1
2023,Battery Electric (BEV),94621,251
2023,Battery Electric (BEV),94623,2
2023,Battery Electric (BEV),94661,2
2023,Battery Electric (BEV),94662,5
2023,Battery Electric (BEV),94701,1
2023,Battery Electric (BEV),94702,618
2023,Battery Electric (BEV),94703,548
2023,Battery Electric (BEV),94704,232
2023,Battery Electric (BEV),94705,894
2023,Battery Electric (BEV),94706,782
2023,Battery Electric (BEV),94707,1060
2023,Battery Electric (BEV),94708,967
2023,Battery Electric (BEV),94709,241
2023,Battery Electric (BEV),94710,310
2023,Battery Electric (BEV),94712,7
2023,Battery Electric (BEV),94720,4
2023,Battery Electric (BEV),94801,380
2023,Battery Electric (BEV),94803,781
2023,Battery Electric (BEV),94804,875
2023,Battery Electric (BEV),94805,368
2023,Battery Electric (BEV),94806,898
2023,Battery Electric (BEV),94807,4
2023,Battery Electric (BEV),94820,3
2023,Battery Electric (BEV),94901,1667
2023,Battery Electric (BEV),94903,1429
2023,Battery Electric (BEV),94904,993
2023,Battery Electric (BEV),94912,5
2023,Battery Electric (BEV),94913,10
2023,Battery Electric (BEV),94914,1
2023,Battery Electric (BEV),94915,4
2023,Battery Electric (BEV),94920,1253
2023,Battery Electric (BEV),94922,14
2023,Battery Electric (BEV),94923,78
2023,Battery Electric (BEV),94924,40
2023,Battery Electric (BEV),94925,702
2023,Battery Electric (BEV),94927,5
2023,Battery Electric (BEV),94928,746
2023,Battery Electric (BEV),94929,9
2023,Battery Electric (BEV),94930,377
2023,Battery Electric (BEV),94931,212
2023,Battery Electric (BEV),94933,33
2023,Battery Electric (BEV),94937,79
2023,Battery Electric (BEV),94938,28
2023,Battery Electric (BEV),94939,499
2023,Battery Electric (BEV),94940,11
2023,Battery Electric (BEV),94941,2428
2023,Battery Electric (BEV),94942,12
2023,Battery Electric (BEV),94945,735
2023,Battery Electric (BEV),94946,62
2023,Battery Electric (BEV),94947,792
2023,Battery Electric (BEV),94948,8
2023,Battery Electric (BEV),94949,792
2023,Battery Electric (BEV),94950,6
2023,Battery Electric (BEV),94951,162
2023,Battery Electric (BEV),94952,1247
2023,Battery Electric (BEV),94953,8
2023,Battery Electric (BEV),94954,936
2023,Battery Electric (BEV),94955,1
2023,Battery Electric (BEV),94956,54
2023,Battery Electric (BEV),94957,244
2023,Battery Electric (BEV),94960,987
2023,Battery Electric (BEV),94963,39
2023,Battery Electric (BEV),94964,8
2023,Battery Electric (BEV),94965,638
2023,Battery Electric (BEV),94966,6
2023,Battery Electric (BEV),94970,26
2023,Battery Electric (BEV),94971,18
2023,Battery Electric (BEV),94972,7
2023,Battery Electric (BEV),94973,73
2023,Battery Electric (BEV),94975,5
2023,Battery Electric (BEV),94976,4
2023,Battery Electric (BEV),94977,3
2023,Battery Electric (BEV),94978,4
2023,Battery Electric (BEV),95001,28
2023,Battery Electric (BEV),95002,73
2023,Battery Electric (BEV),95003,952
2023,Battery Electric (BEV),95004,101
2023,Battery Electric (BEV),95005,162
2023,Battery Electric (BEV),95006,233
2023,Battery Electric (BEV),95007,14
2023,Battery Electric (BEV),95008,2602
2023,Battery Electric (BEV),95009,1
2023,Battery Electric (BEV),95010,229
2023,Battery Electric (BEV),95011,7
2023,Battery Electric (BEV),95012,61
2023,Battery Electric (BEV),95013,2
2023,Battery Electric (BEV),95014,5411
2023,Battery Electric (BEV),95015,18
2023,Battery Electric (BEV),95017,15
2023,Battery Electric (BEV),95018,189
2023,Battery Electric (BEV),95019,31
2023,Battery Electric (BEV),95020,2177
2023,Battery Electric (BEV),95021,6
2023,Battery Electric (BEV),95023,1087
2023,Battery Electric (BEV),95024,7
2023,Battery Electric (BEV),95030,1575
2023,Battery Electric (BEV),95031,25
2023,Battery Electric (BEV),95032,2547
2023,Battery Electric (BEV),95033,752
2023,Battery Electric (BEV),95035,5343
2023,Battery Electric (BEV),95036,8
2023,Battery Electric (BEV),95037,2871
2023,Battery Electric (BEV),95038,6
2023,Battery Electric (BEV),95039,13
2023,Battery Electric (BEV),95041,16
2023,Battery Electric (BEV),95042,2
2023,Battery Electric (BEV),95043,6
2023,Battery Electric (BEV),95044,3
2023,Battery Electric (BEV),95045,147
2023,Battery Electric (BEV),95046,190
2023,Battery Electric (BEV),95050,1630
2023,Battery Electric (BEV),95051,3717
2023,Battery Electric (BEV),95052,6
2023,Battery Electric (BEV),95054,1900
2023,Battery Electric (BEV),95055,12
2023,Battery Electric (BEV),95060,1521
2023,Battery Electric (BEV),95061,6
2023,Battery Electric (BEV),95062,905
2023,Battery Electric (BEV),95063,22
2023,Battery Electric (BEV),95064,37
2023,Battery Electric (BEV),95065,334
2023,Battery Electric (BEV),95066,718
2023,Battery Electric (BEV),95067,6
2023,Battery Electric (BEV),95070,4059
2023,Battery Electric (BEV),95071,5
2023,Battery Electric (BEV),95073,341
2023,Battery Electric (BEV),95075,13
2023,Battery Electric (BEV),95076,898
2023,Battery Electric (BEV),95077,3
2023,Battery Electric (BEV),95103,2
2023,Battery Electric (BEV),95106,1
2023,Battery Electric (BEV),95108,2
2023,Battery Electric (BEV),95109,2
2023,Battery Electric (BEV),95110,633
2023,Battery Electric (BEV),95111,1525
2023,Battery Electric (BEV),95112,1527
2023,Battery Electric (BEV),95113,176
2023,Battery Electric (BEV),95116,695
2023,Battery Electric (BEV),95117,976
2023,Battery Electric (BEV),95118,1555
2023,Battery Electric (BEV),95119,686
2023,Battery Electric (BEV),95120,3705
2023,Battery Electric (BEV),95121,1627
2023,Battery Electric (BEV),95122,972
2023,Battery Electric (BEV),95123,2825
2023,Battery Electric (BEV),95124,3169
2023,Battery Electric (BEV),95125,3100
2023,Battery Electric (BEV),95126,1525
2023,Battery Electric (BEV),95127,1502
2023,Battery Electric (BEV),95128,1368
2023,Battery Electric (BEV),95129,2682
2023,Battery Electric (BEV),95130,771
2023,Battery Electric (BEV),95131,1780
2023,Battery Electric (BEV),95132,1994
2023,Battery Electric (BEV),95133,1376
2023,Battery Electric (BEV),95134,1910
2023,Battery Electric (BEV),95135,1986
2023,Battery Electric (BEV),95136,2112
2023,Battery Electric (BEV),95138,2023
2023,Battery Electric (BEV),95139,374
2023,Battery Electric (BEV),95140,18
2023,Battery Electric (BEV),95141,2
2023,Battery Electric (BEV),95148,2523
2023,Battery Electric (BEV),95150,4
2023,Battery Electric (BEV),95151,6
2023,Battery Electric (BEV),95152,7
2023,Battery Electric (BEV),95153,9
2023,Battery Electric (BEV),95154,4
2023,Battery Electric (BEV),95155,4
2023,Battery Electric (BEV),95157,8
2023,Battery Electric (BEV),95158,4
2023,Battery Electric (BEV),95159,2
2023,Battery Electric (BEV),95160,4
2023,Battery Electric (BEV),95161,21
2023,Battery Electric (BEV),95164,2
2023,Battery Electric (BEV),95170,1
2023,Battery Electric (BEV),95173,6
2023,Battery Electric (BEV),95201,1
2023,Battery Electric (BEV),95202,67
2023,Battery Electric (BEV),95203,60
2023,Battery Electric (BEV),95204,196
2023,Battery Electric (BEV),95205,133
2023,Battery Electric (BEV),95206,502
2023,Battery Electric (BEV),95207,342
2023,Battery Electric (BEV),95208,5
2023,Battery Electric (BEV),95209,639
2023,Battery Electric (BEV),95210,226
2023,Battery Electric (BEV),95211,1
2023,Battery Electric (BEV),95212,588
2023,Battery Electric (BEV),95215,124
2023,Battery Electric (BEV),95219,768
2023,Battery Electric (BEV),95220,80
2023,Battery Electric (BEV),95221,2
2023,Battery Electric (BEV),95222,42
2023,Battery Electric (BEV),95223,56
2023,Battery Electric (BEV),95224,2
2023,Battery Electric (BEV),95225,3
2023,Battery Electric (BEV),95227,12
2023,Battery Electric (BEV),95228,78
2023,Battery Electric (BEV),95230,7
2023,Battery Electric (BEV),95231,18
2023,Battery Electric (BEV),95236,39
2023,Battery Electric (BEV),95237,21
2023,Battery Electric (BEV),95240,338
2023,Battery Electric (BEV),95241,5
2023,Battery Electric (BEV),95242,481
2023,Battery Electric (BEV),95245,16
2023,Battery Electric (BEV),95246,7
2023,Battery Electric (BEV),95247,62
2023,Battery Electric (BEV),95248,3
2023,Battery Electric (BEV),95249,16
2023,Battery Electric (BEV),95251,3
2023,Battery Electric (BEV),95252,107
2023,Battery Electric (BEV),95253,2
2023,Battery Electric (BEV),95254,13
2023,Battery Electric (BEV),95255,5
2023,Battery Electric (BEV),95257,2
2023,Battery Electric (BEV),95258,58
2023,Battery Electric (BEV),95267,2
2023,Battery Electric (BEV),95269,5
2023,Battery Electric (BEV),95301,286
2023,Battery Electric (BEV),95303,7
2023,Battery Electric (BEV),95304,421
2023,Battery Electric (BEV),95306,9
2023,Battery Electric (BEV),95307,323
2023,Battery Electric (BEV),95309,1
2023,Battery Electric (BEV),95310,16
2023,Battery Electric (BEV),95311,5
2023,Battery Electric (BEV),95313,9
2023,Battery Electric (BEV),95315,62
2023,Battery Electric (BEV),95316,68
2023,Battery Electric (BEV),95317,3
2023,Battery Electric (BEV),95318,3
2023,Battery Electric (BEV),95319,2
2023,Battery Electric (BEV),95320,99
2023,Battery Electric (BEV),95321,73
2023,Battery Electric (BEV),95322,58
2023,Battery Electric (BEV),95323,10
2023,Battery Electric (BEV),95324,46
2023,Battery Electric (BEV),95326,101
2023,Battery Electric (BEV),95327,33
2023,Battery Electric (BEV),95328,36
2023,Battery Electric (BEV),95329,17
2023,Battery Electric (BEV),95330,1627
2023,Battery Electric (BEV),95333,7
2023,Battery Electric (BEV),95334,143
2023,Battery Electric (BEV),95335,3
2023,Battery Electric (BEV),95336,527
2023,Battery Electric (BEV),95337,1326
2023,Battery Electric (BEV),95338,73
2023,Battery Electric (BEV),95340,307
2023,Battery Electric (BEV),95341,114
2023,Battery Electric (BEV),95343,4
2023,Battery Electric (BEV),95345,2
2023,Battery Electric (BEV),95346,6
2023,Battery Electric (BEV),95347,1
2023,Battery Electric (BEV),95348,252
2023,Battery Electric (BEV),95350,386
2023,Battery Electric (BEV),95351,150
2023,Battery Electric (BEV),95352,4
2023,Battery Electric (BEV),95353,1
2023,Battery Electric (BEV),95354,167
2023,Battery Electric (BEV),95355,711
2023,Battery Electric (BEV),95356,662
2023,Battery Electric (BEV),95357,105
2023,Battery Electric (BEV),95358,150
2023,Battery Electric (BEV),95360,98
2023,Battery Electric (BEV),95361,308
2023,Battery Electric (BEV),95363,506
2023,Battery Electric (BEV),95364,3
2023,Battery Electric (BEV),95365,11
2023,Battery Electric (BEV),95366,308
2023,Battery Electric (BEV),95367,219
2023,Battery Electric (BEV),95368,144
2023,Battery Electric (BEV),95369,2
2023,Battery Electric (BEV),95370,196
2023,Battery Electric (BEV),95372,25
2023,Battery Electric (BEV),95374,10
2023,Battery Electric (BEV),95376,920
2023,Battery Electric (BEV),95377,2137
2023,Battery Electric (BEV),95378,7
2023,Battery Electric (BEV),95379,20
2023,Battery Electric (BEV),95380,300
2023,Battery Electric (BEV),95381,4
2023,Battery Electric (BEV),95382,588
2023,Battery Electric (BEV),95383,32
2023,Battery Electric (BEV),95386,61
2023,Battery Electric (BEV),95387,2
2023,Battery Electric (BEV),95388,35
2023,Battery Electric (BEV),95389,7
2023,Battery Electric (BEV),95391,2689
2023,Battery Electric (BEV),95401,553
2023,Battery Electric (BEV),95402,19
2023,Battery Electric (BEV),95403,1004
2023,Battery Electric (BEV),95404,1291
2023,Battery Electric (BEV),95405,583
2023,Battery Electric (BEV),95406,2
2023,Battery Electric (BEV),95407,502
2023,Battery Electric (BEV),95409,847
2023,Battery Electric (BEV),95410,19
2023,Battery Electric (BEV),95412,3
2023,Battery Electric (BEV),95415,16
2023,Battery Electric (BEV),95416,6
2023,Battery Electric (BEV),95418,2
2023,Battery Electric (BEV),95419,9
2023,Battery Electric (BEV),95420,12
2023,Battery Electric (BEV),95421,34
2023,Battery Electric (BEV),95422,42
2023,Battery Electric (BEV),95423,14
2023,Battery Electric (BEV),95424,2
2023,Battery Electric (BEV),95425,201
2023,Battery Electric (BEV),95426,17
2023,Battery Electric (BEV),95427,7
2023,Battery Electric (BEV),95428,4
2023,Battery Electric (BEV),95429,1
2023,Battery Electric (BEV),95430,4
2023,Battery Electric (BEV),95432,10
2023,Battery Electric (BEV),95433,5
2023,Battery Electric (BEV),95436,126
2023,Battery Electric (BEV),95437,124
2023,Battery Electric (BEV),95439,7
2023,Battery Electric (BEV),95441,59
2023,Battery Electric (BEV),95442,123
2023,Battery Electric (BEV),95443,2
2023,Battery Electric (BEV),95444,39
2023,Battery Electric (BEV),95445,68
2023,Battery Electric (BEV),95446,105
2023,Battery Electric (BEV),95448,631
2023,Battery Electric (BEV),95449,21
2023,Battery Electric (BEV),95450,18
2023,Battery Electric (BEV),95451,73
2023,Battery Electric (BEV),95452,82
2023,Battery Electric (BEV),95453,75
2023,Battery Electric (BEV),95454,8
2023,Battery Electric (BEV),95456,28
2023,Battery Electric (BEV),95457,21
2023,Battery Electric (BEV),95458,13
2023,Battery Electric (BEV),95459,13
2023,Battery Electric (BEV),95460,60
2023,Battery Electric (BEV),95461,33
2023,Battery Electric (BEV),95462,21
2023,Battery Electric (BEV),95463,4
2023,Battery Electric (BEV),95464,16
2023,Battery Electric (BEV),95465,82
2023,Battery Electric (BEV),95466,17
2023,Battery Electric (BEV),95467,111
2023,Battery Electric (BEV),95468,26
2023,Battery Electric (BEV),95469,9
2023,Battery Electric (BEV),95470,53
2023,Battery Electric (BEV),95471,2
2023,Battery Electric (BEV),95472,1138
2023,Battery Electric (BEV),95473,11
2023,Battery Electric (BEV),95476,1056
2023,Battery Electric (BEV),95480,6
2023,Battery Electric (BEV),95481,4
2023,Battery Electric (BEV),95482,317
2023,Battery Electric (BEV),95485,7
2023,Battery Electric (BEV),95486,4
2023,Battery Electric (BEV),95487,2
2023,Battery Electric (BEV),95488,3
2023,Battery Electric (BEV),95490,98
2023,Battery Electric (BEV),95492,613
2023,Battery Electric (BEV),95493,1
2023,Battery Electric (BEV),95494,2
2023,Battery Electric (BEV),95497,49
2023,Battery Electric (BEV),95501,174
2023,Battery Electric (BEV),95502,10
2023,Battery Electric (BEV),95503,201
2023,Battery Electric (BEV),95518,12
2023,Battery Electric (BEV),95519,218
2023,Battery Electric (BEV),95521,207
2023,Battery Electric (BEV),95524,49
2023,Battery Electric (BEV),95525,25
2023,Battery Electric (BEV),95528,9
2023,Battery Electric (BEV),95531,72
2023,Battery Electric (BEV),95536,19
2023,Battery Electric (BEV),95537,2
2023,Battery Electric (BEV),95540,82
2023,Battery Electric (BEV),95542,15
2023,Battery Electric (BEV),95543,6
2023,Battery Electric (BEV),95545,1
2023,Battery Electric (BEV),95546,5
2023,Battery Electric (BEV),95547,9
2023,Battery Electric (BEV),95548,2
2023,Battery Electric (BEV),95549,14
2023,Battery Electric (BEV),95551,9
2023,Battery Electric (BEV),95553,5
2023,Battery Electric (BEV),95554,1
2023,Battery Electric (BEV),95555,3
2023,Battery Electric (BEV),95558,3
2023,Battery Electric (BEV),95560,8
2023,Battery Electric (BEV),95562,14
2023,Battery Electric (BEV),95563,1
2023,Battery Electric (BEV),95564,3
2023,Battery Electric (BEV),95565,3
2023,Battery Electric (BEV),95567,6
2023,Battery Electric (BEV),95569,1
2023,Battery Electric (BEV),95570,67
2023,Battery Electric (BEV),95571,3
2023,Battery Electric (BEV),95573,9
2023,Battery Electric (BEV),95585,1
2023,Battery Electric (BEV),95587,1
2023,Battery Electric (BEV),95589,7
2023,Battery Electric (BEV),95601,6
2023,Battery Electric (BEV),95602,352
2023,Battery Electric (BEV),95603,520
2023,Battery Electric (BEV),95604,6
2023,Battery Electric (BEV),95605,158
2023,Battery Electric (BEV),95606,4
2023,Battery Electric (BEV),95607,4
2023,Battery Electric (BEV),95608,1019
2023,Battery Electric (BEV),95609,1
2023,Battery Electric (BEV),95610,466
2023,Battery Electric (BEV),95611,1
2023,Battery Electric (BEV),95612,17
2023,Battery Electric (BEV),95613,6
2023,Battery Electric (BEV),95614,57
2023,Battery Electric (BEV),95615,6
2023,Battery Electric (BEV),95616,1200
2023,Battery Electric (BEV),95617,13
2023,Battery Electric (BEV),95618,1066
2023,Battery Electric (BEV),95619,23
2023,Battery Electric (BEV),95620,386
2023,Battery Electric (BEV),95621,323
2023,Battery Electric (BEV),95623,46
2023,Battery Electric (BEV),95624,1856
2023,Battery Electric (BEV),95626,66
2023,Battery Electric (BEV),95627,23
2023,Battery Electric (BEV),95628,915
2023,Battery Electric (BEV),95629,16
2023,Battery Electric (BEV),95630,3550
2023,Battery Electric (BEV),95631,49
2023,Battery Electric (BEV),95632,341
2023,Battery Electric (BEV),95633,29
2023,Battery Electric (BEV),95634,13
2023,Battery Electric (BEV),95635,6
2023,Battery Electric (BEV),95636,3
2023,Battery Electric (BEV),95637,8
2023,Battery Electric (BEV),95638,32
2023,Battery Electric (BEV),95639,2
2023,Battery Electric (BEV),95640,63
2023,Battery Electric (BEV),95641,16
2023,Battery Electric (BEV),95642,59
2023,Battery Electric (BEV),95645,9
2023,Battery Electric (BEV),95646,4
2023,Battery Electric (BEV),95648,1597
2023,Battery Electric (BEV),95650,470
2023,Battery Electric (BEV),95651,17
2023,Battery Electric (BEV),95652,89
2023,Battery Electric (BEV),95655,117
2023,Battery Electric (BEV),95656,6
2023,Battery Electric (BEV),95658,159
2023,Battery Electric (BEV),95659,4
2023,Battery Electric (BEV),95660,179
2023,Battery Electric (BEV),95661,894
2023,Battery Electric (BEV),95662,398
2023,Battery Electric (BEV),95663,88
2023,Battery Electric (BEV),95664,21
2023,Battery Electric (BEV),95665,27
2023,Battery Electric (BEV),95666,34
2023,Battery Electric (BEV),95667,407
2023,Battery Electric (BEV),95668,5
2023,Battery Electric (BEV),95669,33
2023,Battery Electric (BEV),95670,957
2023,Battery Electric (BEV),95672,100
2023,Battery Electric (BEV),95673,119
2023,Battery Electric (BEV),95674,4
2023,Battery Electric (BEV),95676,1
2023,Battery Electric (BEV),95677,800
2023,Battery Electric (BEV),95678,795
2023,Battery Electric (BEV),95679,3
2023,Battery Electric (BEV),95680,1
