Data Year,Fuel Type,ZIP,Number of Vehicles
2023,Fuel Cell (FCEV),92354,3
2023,Fuel Cell (FCEV),92373,1
2023,Fuel Cell (FCEV),92374,5
2023,Fuel Cell (FCEV),92376,11
2023,Fuel Cell (FCEV),92377,2
2023,Fuel Cell (FCEV),92391,1
2023,Fuel Cell (FCEV),92392,3
2023,Fuel Cell (FCEV),92393,1
2023,Fuel Cell (FCEV),92394,5
2023,Fuel Cell (FCEV),92399,2
2023,Fuel Cell (FCEV),92404,6
2023,Fuel Cell (FCEV),92405,3
2023,Fuel Cell (FCEV),92407,7
2023,Fuel Cell (FCEV),92408,2
2023,Fuel Cell (FCEV),92410,2
2023,Fuel Cell (FCEV),92411,1
2023,Fuel Cell (FCEV),92501,2
2023,Fuel Cell (FCEV),92503,35
2023,Fuel Cell (FCEV),92504,16
2023,Fuel Cell (FCEV),92505,9
2023,Fuel Cell (FCEV),92506,14
2023,Fuel Cell (FCEV),92507,18
2023,Fuel Cell (FCEV),92508,14
2023,Fuel Cell (FCEV),92509,20
2023,Fuel Cell (FCEV),92530,13
2023,Fuel Cell (FCEV),92532,19
2023,Fuel Cell (FCEV),92543,3
2023,Fuel Cell (FCEV),92545,4
2023,Fuel Cell (FCEV),92548,1
2023,Fuel Cell (FCEV),92551,10
2023,Fuel Cell (FCEV),92553,3
2023,Fuel Cell (FCEV),92555,7
2023,Fuel Cell (FCEV),92557,8
2023,Fuel Cell (FCEV),92562,5
2023,Fuel Cell (FCEV),92563,6
2023,Fuel Cell (FCEV),92567,1
2023,Fuel Cell (FCEV),92570,9
2023,Fuel Cell (FCEV),92571,4
2023,Fuel Cell (FCEV),92582,4
2023,Fuel Cell (FCEV),92584,6
2023,Fuel Cell (FCEV),92585,4
2023,Fuel Cell (FCEV),92586,2
2023,Fuel Cell (FCEV),92587,1
2023,Fuel Cell (FCEV),92590,2
2023,Fuel Cell (FCEV),92591,2
2023,Fuel Cell (FCEV),92592,4
2023,Fuel Cell (FCEV),92595,3
2023,Fuel Cell (FCEV),92602,48
2023,Fuel Cell (FCEV),92603,34
2023,Fuel Cell (FCEV),92604,58
2023,Fuel Cell (FCEV),92605,1
2023,Fuel Cell (FCEV),92606,46
2023,Fuel Cell (FCEV),92609,2
2023,Fuel Cell (FCEV),92610,16
2023,Fuel Cell (FCEV),92612,61
2023,Fuel Cell (FCEV),92614,45
2023,Fuel Cell (FCEV),92617,58
2023,Fuel Cell (FCEV),92618,107
2023,Fuel Cell (FCEV),92619,4
2023,Fuel Cell (FCEV),92620,104
2023,Fuel Cell (FCEV),92624,7
2023,Fuel Cell (FCEV),92625,8
2023,Fuel Cell (FCEV),92626,45
2023,Fuel Cell (FCEV),92627,29
2023,Fuel Cell (FCEV),92628,1
2023,Fuel Cell (FCEV),92629,18
2023,Fuel Cell (FCEV),92630,73
2023,Fuel Cell (FCEV),92637,16
2023,Fuel Cell (FCEV),92646,29
2023,Fuel Cell (FCEV),92647,36
2023,Fuel Cell (FCEV),92648,23
2023,Fuel Cell (FCEV),92649,27
2023,Fuel Cell (FCEV),92651,27
2023,Fuel Cell (FCEV),92653,30
2023,Fuel Cell (FCEV),92655,7
2023,Fuel Cell (FCEV),92656,58
2023,Fuel Cell (FCEV),92657,8
2023,Fuel Cell (FCEV),92658,2
2023,Fuel Cell (FCEV),92659,2
2023,Fuel Cell (FCEV),92660,34
2023,Fuel Cell (FCEV),92661,1
2023,Fuel Cell (FCEV),92662,1
2023,Fuel Cell (FCEV),92663,7
2023,Fuel Cell (FCEV),92672,12
2023,Fuel Cell (FCEV),92673,14
2023,Fuel Cell (FCEV),92675,21
2023,Fuel Cell (FCEV),92677,54
2023,Fuel Cell (FCEV),92678,1
2023,Fuel Cell (FCEV),92679,21
2023,Fuel Cell (FCEV),92683,97
2023,Fuel Cell (FCEV),92684,1
2023,Fuel Cell (FCEV),92688,19
2023,Fuel Cell (FCEV),92691,48
2023,Fuel Cell (FCEV),92692,40
2023,Fuel Cell (FCEV),92694,30
2023,Fuel Cell (FCEV),92701,36
2023,Fuel Cell (FCEV),92703,42
2023,Fuel Cell (FCEV),92704,56
2023,Fuel Cell (FCEV),92705,52
2023,Fuel Cell (FCEV),92706,17
2023,Fuel Cell (FCEV),92707,48
2023,Fuel Cell (FCEV),92708,81
2023,Fuel Cell (FCEV),92711,1
2023,Fuel Cell (FCEV),92780,62
2023,Fuel Cell (FCEV),92782,52
2023,Fuel Cell (FCEV),92801,38
2023,Fuel Cell (FCEV),92802,31
2023,Fuel Cell (FCEV),92803,1
2023,Fuel Cell (FCEV),92804,54
2023,Fuel Cell (FCEV),92805,48
2023,Fuel Cell (FCEV),92806,38
2023,Fuel Cell (FCEV),92807,54
2023,Fuel Cell (FCEV),92808,21
2023,Fuel Cell (FCEV),92821,31
2023,Fuel Cell (FCEV),92823,2
2023,Fuel Cell (FCEV),92831,20
2023,Fuel Cell (FCEV),92832,16
2023,Fuel Cell (FCEV),92833,56
2023,Fuel Cell (FCEV),92835,19
2023,Fuel Cell (FCEV),92840,39
2023,Fuel Cell (FCEV),92841,35
2023,Fuel Cell (FCEV),92843,47
2023,Fuel Cell (FCEV),92844,23
2023,Fuel Cell (FCEV),92845,9
2023,Fuel Cell (FCEV),92859,1
2023,Fuel Cell (FCEV),92860,7
2023,Fuel Cell (FCEV),92861,7
2023,Fuel Cell (FCEV),92863,1
2023,Fuel Cell (FCEV),92865,33
2023,Fuel Cell (FCEV),92866,19
2023,Fuel Cell (FCEV),92867,49
2023,Fuel Cell (FCEV),92868,23
2023,Fuel Cell (FCEV),92869,32
2023,Fuel Cell (FCEV),92870,64
2023,Fuel Cell (FCEV),92878,5
2023,Fuel Cell (FCEV),92879,19
2023,Fuel Cell (FCEV),92880,30
2023,Fuel Cell (FCEV),92881,11
2023,Fuel Cell (FCEV),92882,40
2023,Fuel Cell (FCEV),92883,18
2023,Fuel Cell (FCEV),92886,59
2023,Fuel Cell (FCEV),92887,21
2023,Fuel Cell (FCEV),93001,8
2023,Fuel Cell (FCEV),93003,5
2023,Fuel Cell (FCEV),93004,4
2023,Fuel Cell (FCEV),93010,6
2023,Fuel Cell (FCEV),93012,9
2023,Fuel Cell (FCEV),93013,1
2023,Fuel Cell (FCEV),93015,2
2023,Fuel Cell (FCEV),93021,6
2023,Fuel Cell (FCEV),93023,1
2023,Fuel Cell (FCEV),93030,3
2023,Fuel Cell (FCEV),93033,4
2023,Fuel Cell (FCEV),93035,2
2023,Fuel Cell (FCEV),93036,7
2023,Fuel Cell (FCEV),93040,2
2023,Fuel Cell (FCEV),93041,7
2023,Fuel Cell (FCEV),93042,1
2023,Fuel Cell (FCEV),93063,22
2023,Fuel Cell (FCEV),93065,26
2023,Fuel Cell (FCEV),93101,10
2023,Fuel Cell (FCEV),93103,4
2023,Fuel Cell (FCEV),93105,11
2023,Fuel Cell (FCEV),93108,5
2023,Fuel Cell (FCEV),93109,5
2023,Fuel Cell (FCEV),93110,8
2023,Fuel Cell (FCEV),93111,4
2023,Fuel Cell (FCEV),93117,15
2023,Fuel Cell (FCEV),93203,1
2023,Fuel Cell (FCEV),93204,4
2023,Fuel Cell (FCEV),93210,6
2023,Fuel Cell (FCEV),93230,1
2023,Fuel Cell (FCEV),93234,10
2023,Fuel Cell (FCEV),93243,1
2023,Fuel Cell (FCEV),93245,4
2023,Fuel Cell (FCEV),93257,2
2023,Fuel Cell (FCEV),93266,1
2023,Fuel Cell (FCEV),93268,2
2023,Fuel Cell (FCEV),93292,2
2023,Fuel Cell (FCEV),93305,1
2023,Fuel Cell (FCEV),93306,1
2023,Fuel Cell (FCEV),93307,1
2023,Fuel Cell (FCEV),93308,1
2023,Fuel Cell (FCEV),93309,1
2023,Fuel Cell (FCEV),93311,5
2023,Fuel Cell (FCEV),93312,1
2023,Fuel Cell (FCEV),93313,2
2023,Fuel Cell (FCEV),93314,2
2023,Fuel Cell (FCEV),93402,1
2023,Fuel Cell (FCEV),93420,1
2023,Fuel Cell (FCEV),93436,1
2023,Fuel Cell (FCEV),93510,1
2023,Fuel Cell (FCEV),93534,10
2023,Fuel Cell (FCEV),93535,3
2023,Fuel Cell (FCEV),93536,9
2023,Fuel Cell (FCEV),93546,1
2023,Fuel Cell (FCEV),93550,6
2023,Fuel Cell (FCEV),93551,6
2023,Fuel Cell (FCEV),93552,11
2023,Fuel Cell (FCEV),93560,1
2023,Fuel Cell (FCEV),93561,1
2023,Fuel Cell (FCEV),93624,1
2023,Fuel Cell (FCEV),93631,4
2023,Fuel Cell (FCEV),93638,1
2023,Fuel Cell (FCEV),93656,2
2023,Fuel Cell (FCEV),93657,1
2023,Fuel Cell (FCEV),93704,1
2023,Fuel Cell (FCEV),93706,1
2023,Fuel Cell (FCEV),93711,3
2023,Fuel Cell (FCEV),93720,1
2023,Fuel Cell (FCEV),93721,1
2023,Fuel Cell (FCEV),93726,1
2023,Fuel Cell (FCEV),93906,1
2023,Fuel Cell (FCEV),93908,1
2023,Fuel Cell (FCEV),93933,1
2023,Fuel Cell (FCEV),93950,1
2023,Fuel Cell (FCEV),94002,12
2023,Fuel Cell (FCEV),94005,1
2023,Fuel Cell (FCEV),94010,11
2023,Fuel Cell (FCEV),94014,14
2023,Fuel Cell (FCEV),94015,24
2023,Fuel Cell (FCEV),94017,1
2023,Fuel Cell (FCEV),94018,1
2023,Fuel Cell (FCEV),94019,3
2023,Fuel Cell (FCEV),94022,4
2023,Fuel Cell (FCEV),94024,15
2023,Fuel Cell (FCEV),94025,10
2023,Fuel Cell (FCEV),94026,1
2023,Fuel Cell (FCEV),94027,1
2023,Fuel Cell (FCEV),94028,2
2023,Fuel Cell (FCEV),94030,8
2023,Fuel Cell (FCEV),94039,1
2023,Fuel Cell (FCEV),94040,41
2023,Fuel Cell (FCEV),94041,11
2023,Fuel Cell (FCEV),94043,25
2023,Fuel Cell (FCEV),94044,4
2023,Fuel Cell (FCEV),94061,11
2023,Fuel Cell (FCEV),94062,6
2023,Fuel Cell (FCEV),94063,14
2023,Fuel Cell (FCEV),94065,8
2023,Fuel Cell (FCEV),94066,17
2023,Fuel Cell (FCEV),94070,11
2023,Fuel Cell (FCEV),94080,33
2023,Fuel Cell (FCEV),94085,31
2023,Fuel Cell (FCEV),94086,72
2023,Fuel Cell (FCEV),94087,70
2023,Fuel Cell (FCEV),94089,24
2023,Fuel Cell (FCEV),94102,6
2023,Fuel Cell (FCEV),94103,8
2023,Fuel Cell (FCEV),94104,2
2023,Fuel Cell (FCEV),94105,4
2023,Fuel Cell (FCEV),94107,15
2023,Fuel Cell (FCEV),94108,2
2023,Fuel Cell (FCEV),94109,12
2023,Fuel Cell (FCEV),94110,22
2023,Fuel Cell (FCEV),94111,5
2023,Fuel Cell (FCEV),94112,26
2023,Fuel Cell (FCEV),94114,11
2023,Fuel Cell (FCEV),94115,11
2023,Fuel Cell (FCEV),94116,13
2023,Fuel Cell (FCEV),94117,7
2023,Fuel Cell (FCEV),94118,17
2023,Fuel Cell (FCEV),94121,10
2023,Fuel Cell (FCEV),94122,15
2023,Fuel Cell (FCEV),94123,5
2023,Fuel Cell (FCEV),94124,25
2023,Fuel Cell (FCEV),94127,10
2023,Fuel Cell (FCEV),94129,3
2023,Fuel Cell (FCEV),94130,2
2023,Fuel Cell (FCEV),94131,16
2023,Fuel Cell (FCEV),94132,10
2023,Fuel Cell (FCEV),94133,10
2023,Fuel Cell (FCEV),94134,14
2023,Fuel Cell (FCEV),94158,2
2023,Fuel Cell (FCEV),94301,5
2023,Fuel Cell (FCEV),94303,23
2023,Fuel Cell (FCEV),94304,2
2023,Fuel Cell (FCEV),94306,18
2023,Fuel Cell (FCEV),94401,9
2023,Fuel Cell (FCEV),94402,9
2023,Fuel Cell (FCEV),94403,12
2023,Fuel Cell (FCEV),94404,28
2023,Fuel Cell (FCEV),94501,29
2023,Fuel Cell (FCEV),94502,7
2023,Fuel Cell (FCEV),94503,2
2023,Fuel Cell (FCEV),94505,3
2023,Fuel Cell (FCEV),94506,19
2023,Fuel Cell (FCEV),94507,5
2023,Fuel Cell (FCEV),94509,11
2023,Fuel Cell (FCEV),94510,6
2023,Fuel Cell (FCEV),94511,1
2023,Fuel Cell (FCEV),94513,10
2023,Fuel Cell (FCEV),94515,1
2023,Fuel Cell (FCEV),94517,3
2023,Fuel Cell (FCEV),94518,7
2023,Fuel Cell (FCEV),94519,4
2023,Fuel Cell (FCEV),94520,15
2023,Fuel Cell (FCEV),94521,12
2023,Fuel Cell (FCEV),94523,17
2023,Fuel Cell (FCEV),94525,1
2023,Fuel Cell (FCEV),94526,12
2023,Fuel Cell (FCEV),94530,11
2023,Fuel Cell (FCEV),94531,8
2023,Fuel Cell (FCEV),94533,9
2023,Fuel Cell (FCEV),94534,10
2023,Fuel Cell (FCEV),94536,48
2023,Fuel Cell (FCEV),94538,64
2023,Fuel Cell (FCEV),94539,53
2023,Fuel Cell (FCEV),94541,29
2023,Fuel Cell (FCEV),94542,6
2023,Fuel Cell (FCEV),94544,24
2023,Fuel Cell (FCEV),94545,13
2023,Fuel Cell (FCEV),94546,23
2023,Fuel Cell (FCEV),94547,3
2023,Fuel Cell (FCEV),94549,9
2023,Fuel Cell (FCEV),94550,13
2023,Fuel Cell (FCEV),94551,12
2023,Fuel Cell (FCEV),94552,13
2023,Fuel Cell (FCEV),94553,18
2023,Fuel Cell (FCEV),94555,24
2023,Fuel Cell (FCEV),94556,9
2023,Fuel Cell (FCEV),94557,1
2023,Fuel Cell (FCEV),94558,5
2023,Fuel Cell (FCEV),94559,2
2023,Fuel Cell (FCEV),94560,30
2023,Fuel Cell (FCEV),94561,10
2023,Fuel Cell (FCEV),94563,5
2023,Fuel Cell (FCEV),94564,3
2023,Fuel Cell (FCEV),94565,15
2023,Fuel Cell (FCEV),94566,17
2023,Fuel Cell (FCEV),94568,60
2023,Fuel Cell (FCEV),94571,2
2023,Fuel Cell (FCEV),94577,14
2023,Fuel Cell (FCEV),94578,21
2023,Fuel Cell (FCEV),94579,8
2023,Fuel Cell (FCEV),94580,10
2023,Fuel Cell (FCEV),94582,48
2023,Fuel Cell (FCEV),94583,40
2023,Fuel Cell (FCEV),94587,30
2023,Fuel Cell (FCEV),94588,23
2023,Fuel Cell (FCEV),94589,3
2023,Fuel Cell (FCEV),94590,7
2023,Fuel Cell (FCEV),94591,12
2023,Fuel Cell (FCEV),94595,3
2023,Fuel Cell (FCEV),94596,11
2023,Fuel Cell (FCEV),94597,8
2023,Fuel Cell (FCEV),94598,6
2023,Fuel Cell (FCEV),94601,12
2023,Fuel Cell (FCEV),94602,12
2023,Fuel Cell (FCEV),94603,8
2023,Fuel Cell (FCEV),94605,8
2023,Fuel Cell (FCEV),94606,17
2023,Fuel Cell (FCEV),94607,14
2023,Fuel Cell (FCEV),94608,11
2023,Fuel Cell (FCEV),94609,9
2023,Fuel Cell (FCEV),94610,8
2023,Fuel Cell (FCEV),94611,14
2023,Fuel Cell (FCEV),94612,8
2023,Fuel Cell (FCEV),94618,4
2023,Fuel Cell (FCEV),94619,8
2023,Fuel Cell (FCEV),94621,6
2023,Fuel Cell (FCEV),94702,3
2023,Fuel Cell (FCEV),94703,7
2023,Fuel Cell (FCEV),94704,4
2023,Fuel Cell (FCEV),94705,4
2023,Fuel Cell (FCEV),94706,8
2023,Fuel Cell (FCEV),94707,2
2023,Fuel Cell (FCEV),94708,5
2023,Fuel Cell (FCEV),94709,2
2023,Fuel Cell (FCEV),94710,3
2023,Fuel Cell (FCEV),94801,5
2023,Fuel Cell (FCEV),94803,10
2023,Fuel Cell (FCEV),94804,18
2023,Fuel Cell (FCEV),94805,7
2023,Fuel Cell (FCEV),94806,10
2023,Fuel Cell (FCEV),94901,11
2023,Fuel Cell (FCEV),94903,6
2023,Fuel Cell (FCEV),94904,6
2023,Fuel Cell (FCEV),94920,7
2023,Fuel Cell (FCEV),94925,4
2023,Fuel Cell (FCEV),94928,3
2023,Fuel Cell (FCEV),94941,16
2023,Fuel Cell (FCEV),94942,2
2023,Fuel Cell (FCEV),94945,2
2023,Fuel Cell (FCEV),94947,4
2023,Fuel Cell (FCEV),94949,3
2023,Fuel Cell (FCEV),94952,3
2023,Fuel Cell (FCEV),94954,3
2023,Fuel Cell (FCEV),94960,1
2023,Fuel Cell (FCEV),94965,6
2023,Fuel Cell (FCEV),95002,2
2023,Fuel Cell (FCEV),95003,1
2023,Fuel Cell (FCEV),95005,1
2023,Fuel Cell (FCEV),95006,1
2023,Fuel Cell (FCEV),95008,47
2023,Fuel Cell (FCEV),95009,1
2023,Fuel Cell (FCEV),95010,2
2023,Fuel Cell (FCEV),95014,87
2023,Fuel Cell (FCEV),95015,1
2023,Fuel Cell (FCEV),95018,1
2023,Fuel Cell (FCEV),95020,12
2023,Fuel Cell (FCEV),95023,4
2023,Fuel Cell (FCEV),95030,11
2023,Fuel Cell (FCEV),95032,27
2023,Fuel Cell (FCEV),95033,8
2023,Fuel Cell (FCEV),95035,52
2023,Fuel Cell (FCEV),95037,17
2023,Fuel Cell (FCEV),95045,4
2023,Fuel Cell (FCEV),95046,2
2023,Fuel Cell (FCEV),95050,32
2023,Fuel Cell (FCEV),95051,58
2023,Fuel Cell (FCEV),95052,1
2023,Fuel Cell (FCEV),95054,26
2023,Fuel Cell (FCEV),95055,1
2023,Fuel Cell (FCEV),95060,3
2023,Fuel Cell (FCEV),95062,2
2023,Fuel Cell (FCEV),95066,2
2023,Fuel Cell (FCEV),95070,49
2023,Fuel Cell (FCEV),95076,1
2023,Fuel Cell (FCEV),95110,14
2023,Fuel Cell (FCEV),95111,44
2023,Fuel Cell (FCEV),95112,36
2023,Fuel Cell (FCEV),95113,3
2023,Fuel Cell (FCEV),95116,22
2023,Fuel Cell (FCEV),95117,30
2023,Fuel Cell (FCEV),95118,20
2023,Fuel Cell (FCEV),95119,4
2023,Fuel Cell (FCEV),95120,45
2023,Fuel Cell (FCEV),95121,29
2023,Fuel Cell (FCEV),95122,26
2023,Fuel Cell (FCEV),95123,61
2023,Fuel Cell (FCEV),95124,45
2023,Fuel Cell (FCEV),95125,27
2023,Fuel Cell (FCEV),95126,30
2023,Fuel Cell (FCEV),95127,25
2023,Fuel Cell (FCEV),95128,18
2023,Fuel Cell (FCEV),95129,55
2023,Fuel Cell (FCEV),95130,22
2023,Fuel Cell (FCEV),95131,34
2023,Fuel Cell (FCEV),95132,35
2023,Fuel Cell (FCEV),95133,21
2023,Fuel Cell (FCEV),95134,42
2023,Fuel Cell (FCEV),95135,15
2023,Fuel Cell (FCEV),95136,40
2023,Fuel Cell (FCEV),95138,18
2023,Fuel Cell (FCEV),95139,8
2023,Fuel Cell (FCEV),95140,2
2023,Fuel Cell (FCEV),95148,26
2023,Fuel Cell (FCEV),95150,1
2023,Fuel Cell (FCEV),95157,1
2023,Fuel Cell (FCEV),95205,1
2023,Fuel Cell (FCEV),95206,5
2023,Fuel Cell (FCEV),95207,2
2023,Fuel Cell (FCEV),95209,2
2023,Fuel Cell (FCEV),95212,3
2023,Fuel Cell (FCEV),95240,1
2023,Fuel Cell (FCEV),95252,1
2023,Fuel Cell (FCEV),95304,3
2023,Fuel Cell (FCEV),95328,1
2023,Fuel Cell (FCEV),95330,3
2023,Fuel Cell (FCEV),95336,3
2023,Fuel Cell (FCEV),95337,10
2023,Fuel Cell (FCEV),95341,1
2023,Fuel Cell (FCEV),95351,1
2023,Fuel Cell (FCEV),95356,1
2023,Fuel Cell (FCEV),95363,1
2023,Fuel Cell (FCEV),95376,3
2023,Fuel Cell (FCEV),95377,11
2023,Fuel Cell (FCEV),95378,1
2023,Fuel Cell (FCEV),95382,1
2023,Fuel Cell (FCEV),95391,16
2023,Fuel Cell (FCEV),95402,1
2023,Fuel Cell (FCEV),95404,1
2023,Fuel Cell (FCEV),95407,1
2023,Fuel Cell (FCEV),95436,1
2023,Fuel Cell (FCEV),95450,1
2023,Fuel Cell (FCEV),95461,1
2023,Fuel Cell (FCEV),95472,2
2023,Fuel Cell (FCEV),95476,4
2023,Fuel Cell (FCEV),95605,8
2023,Fuel Cell (FCEV),95608,23
2023,Fuel Cell (FCEV),95610,16
2023,Fuel Cell (FCEV),95616,9
2023,Fuel Cell (FCEV),95617,1
2023,Fuel Cell (FCEV),95618,6
2023,Fuel Cell (FCEV),95620,2
2023,Fuel Cell (FCEV),95621,12
2023,Fuel Cell (FCEV),95623,1
2023,Fuel Cell (FCEV),95624,14
2023,Fuel Cell (FCEV),95626,1
2023,Fuel Cell (FCEV),95628,10
2023,Fuel Cell (FCEV),95630,18
2023,Fuel Cell (FCEV),95632,3
2023,Fuel Cell (FCEV),95648,10
2023,Fuel Cell (FCEV),95652,2
2023,Fuel Cell (FCEV),95655,2
2023,Fuel Cell (FCEV),95660,9
2023,Fuel Cell (FCEV),95661,11
2023,Fuel Cell (FCEV),95662,8
2023,Fuel Cell (FCEV),95667,1
2023,Fuel Cell (FCEV),95670,14
2023,Fuel Cell (FCEV),95672,1
2023,Fuel Cell (FCEV),95673,2
2023,Fuel Cell (FCEV),95677,7
2023,Fuel Cell (FCEV),95678,9
2023,Fuel Cell (FCEV),95681,1
2023,Fuel Cell (FCEV),95682,1
2023,Fuel Cell (FCEV),95687,6
2023,Fuel Cell (FCEV),95688,2
2023,Fuel Cell (FCEV),95691,21
2023,Fuel Cell (FCEV),95693,1
2023,Fuel Cell (FCEV),95695,5
2023,Fuel Cell (FCEV),95722,1
2023,Fuel Cell (FCEV),95742,8
2023,Fuel Cell (FCEV),95746,6
2023,Fuel Cell (FCEV),95747,26
2023,Fuel Cell (FCEV),95757,14
2023,Fuel Cell (FCEV),95758,11
2023,Fuel Cell (FCEV),95762,3
2023,Fuel Cell (FCEV),95765,12
2023,Fuel Cell (FCEV),95776,6
2023,Fuel Cell (FCEV),95811,2
2023,Fuel Cell (FCEV),95814,7
2023,Fuel Cell (FCEV),95815,4
2023,Fuel Cell (FCEV),95816,39
2023,Fuel Cell (FCEV),95817,3
2023,Fuel Cell (FCEV),95818,5
2023,Fuel Cell (FCEV),95819,2
2023,Fuel Cell (FCEV),95820,4
2023,Fuel Cell (FCEV),95821,12
2023,Fuel Cell (FCEV),95822,7
2023,Fuel Cell (FCEV),95823,10
2023,Fuel Cell (FCEV),95824,7
2023,Fuel Cell (FCEV),95825,16
2023,Fuel Cell (FCEV),95826,6
2023,Fuel Cell (FCEV),95827,8
2023,Fuel Cell (FCEV),95828,12
2023,Fuel Cell (FCEV),95829,7
2023,Fuel Cell (FCEV),95831,4
2023,Fuel Cell (FCEV),95832,4
2023,Fuel Cell (FCEV),95833,17
2023,Fuel Cell (FCEV),95834,25
2023,Fuel Cell (FCEV),95835,12
2023,Fuel Cell (FCEV),95838,4
2023,Fuel Cell (FCEV),95841,7
2023,Fuel Cell (FCEV),95842,18
2023,Fuel Cell (FCEV),95843,17
2023,Fuel Cell (FCEV),95864,5
2023,Fuel Cell (FCEV),95899,2
2023,Fuel Cell (FCEV),95901,1
2023,Fuel Cell (FCEV),95945,1
2023,Fuel Cell (FCEV),95949,1
2023,Fuel Cell (FCEV),95959,1
2023,Fuel Cell (FCEV),95961,3
2023,Fuel Cell (FCEV),95966,1
2023,Fuel Cell (FCEV),95987,1
2023,Fuel Cell (FCEV),96022,1
2023,Fuel Cell (FCEV),96048,1
2023,Fuel Cell (FCEV),96142,1
2023,Fuel Cell (FCEV),96161,1
2023,Fuel Cell (FCEV),99999,61
2023,Plug-in Hybrid (PHEV),90001,128
2023,Plug-in Hybrid (PHEV),90002,86
2023,Plug-in Hybrid (PHEV),90003,121
2023,Plug-in Hybrid (PHEV),90004,483
2023,Plug-in Hybrid (PHEV),90005,237
2023,Plug-in Hybrid (PHEV),90006,234
2023,Plug-in Hybrid (PHEV),90007,91
2023,Plug-in Hybrid (PHEV),90008,224
2023,Plug-in Hybrid (PHEV),90009,6
2023,Plug-in Hybrid (PHEV),90010,139
2023,Plug-in Hybrid (PHEV),90011,206
2023,Plug-in Hybrid (PHEV),90012,341
2023,Plug-in Hybrid (PHEV),90013,112
2023,Plug-in Hybrid (PHEV),90014,64
2023,Plug-in Hybrid (PHEV),90015,195
2023,Plug-in Hybrid (PHEV),90016,319
2023,Plug-in Hybrid (PHEV),90017,182
2023,Plug-in Hybrid (PHEV),90018,261
2023,Plug-in Hybrid (PHEV),90019,533
2023,Plug-in Hybrid (PHEV),90020,256
2023,Plug-in Hybrid (PHEV),90021,42
2023,Plug-in Hybrid (PHEV),90022,159
2023,Plug-in Hybrid (PHEV),90023,108
2023,Plug-in Hybrid (PHEV),90024,484
2023,Plug-in Hybrid (PHEV),90025,619
2023,Plug-in Hybrid (PHEV),90026,673
2023,Plug-in Hybrid (PHEV),90027,656
2023,Plug-in Hybrid (PHEV),90028,279
2023,Plug-in Hybrid (PHEV),90029,190
2023,Plug-in Hybrid (PHEV),90031,238
2023,Plug-in Hybrid (PHEV),90032,298
2023,Plug-in Hybrid (PHEV),90033,107
2023,Plug-in Hybrid (PHEV),90034,670
2023,Plug-in Hybrid (PHEV),90035,455
2023,Plug-in Hybrid (PHEV),90036,585
2023,Plug-in Hybrid (PHEV),90037,110
2023,Plug-in Hybrid (PHEV),90038,198
2023,Plug-in Hybrid (PHEV),90039,555
2023,Plug-in Hybrid (PHEV),90040,65
2023,Plug-in Hybrid (PHEV),90041,428
2023,Plug-in Hybrid (PHEV),90042,629
2023,Plug-in Hybrid (PHEV),90043,316
2023,Plug-in Hybrid (PHEV),90044,191
2023,Plug-in Hybrid (PHEV),90045,5514
2023,Plug-in Hybrid (PHEV),90046,860
2023,Plug-in Hybrid (PHEV),90047,204
2023,Plug-in Hybrid (PHEV),90048,366
2023,Plug-in Hybrid (PHEV),90049,902
2023,Plug-in Hybrid (PHEV),90050,2
2023,Plug-in Hybrid (PHEV),90051,2
2023,Plug-in Hybrid (PHEV),90053,1
2023,Plug-in Hybrid (PHEV),90056,142
2023,Plug-in Hybrid (PHEV),90057,143
2023,Plug-in Hybrid (PHEV),90058,45
2023,Plug-in Hybrid (PHEV),90059,98
2023,Plug-in Hybrid (PHEV),90061,59
2023,Plug-in Hybrid (PHEV),90062,125
2023,Plug-in Hybrid (PHEV),90063,303
2023,Plug-in Hybrid (PHEV),90064,582
2023,Plug-in Hybrid (PHEV),90065,591
2023,Plug-in Hybrid (PHEV),90066,977
2023,Plug-in Hybrid (PHEV),90067,133
2023,Plug-in Hybrid (PHEV),90068,516
2023,Plug-in Hybrid (PHEV),90069,372
2023,Plug-in Hybrid (PHEV),90071,12
2023,Plug-in Hybrid (PHEV),90077,247
2023,Plug-in Hybrid (PHEV),90078,3
2023,Plug-in Hybrid (PHEV),90083,1
2023,Plug-in Hybrid (PHEV),90086,2
2023,Plug-in Hybrid (PHEV),90089,3
2023,Plug-in Hybrid (PHEV),90093,5
2023,Plug-in Hybrid (PHEV),90094,173
2023,Plug-in Hybrid (PHEV),90095,21
2023,Plug-in Hybrid (PHEV),90201,226
2023,Plug-in Hybrid (PHEV),90209,8
2023,Plug-in Hybrid (PHEV),90210,439
2023,Plug-in Hybrid (PHEV),90211,162
2023,Plug-in Hybrid (PHEV),90212,272
2023,Plug-in Hybrid (PHEV),90213,3
2023,Plug-in Hybrid (PHEV),90220,131
2023,Plug-in Hybrid (PHEV),90221,119
2023,Plug-in Hybrid (PHEV),90222,76
2023,Plug-in Hybrid (PHEV),90223,2
2023,Plug-in Hybrid (PHEV),90224,1
2023,Plug-in Hybrid (PHEV),90230,450
2023,Plug-in Hybrid (PHEV),90231,5
2023,Plug-in Hybrid (PHEV),90232,297
2023,Plug-in Hybrid (PHEV),90239,2
2023,Plug-in Hybrid (PHEV),90240,245
2023,Plug-in Hybrid (PHEV),90241,359
2023,Plug-in Hybrid (PHEV),90242,235
